id,path,type,duration,text_cyrillic,text_latin,text_spt,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count,word_count
1260,1043-48.wav,train,13.25575,Путин ҳарбий сафарбарлик эълон қилганидан сўнг россияликларнинг тўп-тўп бўлиб бошқа давлатларга чиқиб кетиш тўлқини тўхтамаяпти.,Putin harbiy safarbarlik e'lon qilganidan so'ng rossiyaliklarning to'p-to'p bo'lib boshqa davlatlarga chiqib ketish to'lqini to'xtamayapti.,"Putin harbiy safarbarlik e'lon qilganidan so'ng, rossiyaliklarning to'p-to'p bo'lib boshqa davlatlarga chiqib ketish to'lqini to'xtamayapti.",putin harbiy safarbarlik e'lon qilganidan so'ng rossiyaliklarning to'p-to'p bo'lib boshqa davlatlarga chiqib ketish to'lqini to'xtamayapti,putin harbiy safarbarlik e'lon qilganidan so'ng rossiyaliklarning to'p-to'p bo'lib boshqa davlatlarga chiqib ketish to'lqini to'xtamayapti,0.0,0.0,1.0,15,15,15
1261,1056-102.wav,train,21.3439375,"Россиянинг юзлаб танк ва артиллериясидан иборат улкан ҳарбий карвони пойтахт Киевга етай, деб қолган. Украина нега карвон Киевга кирмай туриб, унга зарба бермаяпти, кутиб ўтирибди?","Rossiyaning yuzlab tank va artilleriyasidan iborat ulkan harbiy karvoni poytaxt Kiyevga yetay, deb qolgan. Ukraina nega karvon Kiyevga kirmay turib, unga zarba bermayapti, kutib o'tiribdi?","Rossiyaning yuzlab tank va artilleriyasidan iborat ulkan harbiy karvoni poytaxt Kiyevga yetay deb qolgan. Ukraina nega karvon Kiyevga kirmay turib unga zarba bermayapti, kutib o'tiribdi?",rossiyaning yuzlab tank va artilleriyasidan iborat ulkan harbiy karvoni poytaxt kiyevga yetay deb qolgan ukraina nega karvon kiyevga kirmay turib unga zarba bermayapti kutib o'tiribdi,rossiyaning yuzlab tank va artilleriyasidan iborat ulkan harbiy karvoni poytaxt kiyevga yetay deb qolgan ukraina nega karvon kiyevga kirmay turib unga zarba bermayapti kutib o'tiribdi,0.0,0.0,1.0,25,25,25
1262,1003-58.wav,train,10.9446875,"Сўнгги бир неча ой ичида Ўзбекистон бўйлаб турфа ""қора рўйхат""дан чиқариш тадбирлари бўлиб ўтган.","So'nggi bir necha oy ichida O'zbekiston bo'ylab turfa ""qora ro'yxat""dan chiqarish tadbirlari bo'lib o'tgan.",So'nggi bir necha oy ichida O'zbekiston bo'ylab turfa qora ro'yxatdan chiqarish tadbirlari bo'lib o'tgan.,so'nggi bir necha oy ichida o'zbekiston bo'ylab turfa qora ro'yxatdan chiqarish tadbirlari bo'lib o'tgan,so'nggi bir necha oy ichida o'zbekiston bo'ylab turfa qora ro'yxatdan chiqarish tadbirlari bo'lib o'tgan,0.0,0.0,1.0,14,14,14
1263,1041-15.wav,train,15.9,"Тожикистон қонунларидаги янги ўзгаришларга мувофиқ, ҳукумат махсус амалиётлар давомида бутун мамлакат бўйлаб интернетни тўсиб, телефон алоқаларини узиб қўйиши мумкин.","Tojikiston qonunlaridagi yangi o'zgarishlarga muvofiq, hukumat maxsus amaliyotlar davomida butun mamlakat bo'ylab internetni to'sib, telefon aloqalarini uzib qo'yishi mumkin.","Tojikiston qonunlaridagi yangi o'zgarishlarga muvofiq hukumat maxsus amaliyotlar davomida butun mamlakat bo'ylab internetni to'sib, telefon aloqalarini uzib qo'yishi mumkin.",tojikiston qonunlaridagi yangi o'zgarishlarga muvofiq hukumat maxsus amaliyotlar davomida butun mamlakat bo'ylab internetni to'sib telefon aloqalarini uzib qo'yishi mumkin,tojikiston qonunlaridagi yangi o'zgarishlarga muvofiq hukumat maxsus amaliyotlar davomida butun mamlakat bo'ylab internetni to'sib telefon aloqalarini uzib qo'yishi mumkin,0.0,0.0,1.0,19,19,19
1269,1050-12.wav,train,13.510625,Мисрнинг қудратдан четлатилган президенти Муҳаммад Мурсийнинг юзлаб тарафдорлари Қоҳирада хавфсизлик кучлари билан тўқнашганлар.,Misrning qudratdan chetlatilgan prezidenti Muhammad Mursiyning yuzlab tarafdorlari Qohirada xavfsizlik kuchlari bilan to'qnashganlar.,Misrning qudratdan chetlatilgan prezidenti Muhammad Mursiyning yuzlab tarafdorlari Qohirada xavfsizlik kuchlari bilan to'qnashganlar.,misrning qudratdan chetlatilgan prezidenti muhammad mursiyning yuzlab tarafdorlari qohirada xavfsizlik kuchlari bilan to'qnashganlar,misrning qudratdan chetlatilgan prezidenti muhammad mursiyning yuzlab tarafdorlari qohirada xavfsizlik kuchlari bilan to'qnashganlar,0.0,0.0,1.0,13,13,13
1271,1064-53.wav,train,10.55375,АҚШ Давлат Департаменти Ўзбекистонда бўлиб ўтган президент сайловига ўз муносабатини билдирган.,AQSH Davlat Departamenti O'zbekistonda bo'lib o'tgan prezident sayloviga o'z munosabatini bildirgan.,AQSh Davlat departamenti O'zbekistonda bo'lib o'tgan prezident sayloviga o'z munosabatini bildirgan.,aqsh davlat departamenti o'zbekistonda bo'lib o'tgan prezident sayloviga o'z munosabatini bildirgan,aqsh davlat departamenti o'zbekistonda bo'lib o'tgan prezident sayloviga o'z munosabatini bildirgan,0.0,0.0,1.0,11,11,11
1272,1053-104.wav,train,4.056125,Яна қуролли отишмалар,Yana qurolli otishmalar,yana qurolli otishmalar,yana qurolli otishmalar,yana qurolli otishmalar,0.0,0.0,1.0,3,3,3
1273,1049-58.wav,train,19.0740625,"Ёзги Олимпиада мусобақаларига 12 кун қолганда, Халқаро Олимпия қўмитаси Россия жамоасини 2016 йил Рио Ўйинларидан тўлиқ четлатмасликка қарор қилди.","Yozgi Olimpiada musobaqalariga 12 kun qolganda, Xalqaro Olimpiya qo'mitasi Rossiya jamoasini 2016-yil Rio O'yinlaridan to'liq chetlatmaslikka qaror qildi.",Yozgi Olimpiada musobaqalariga 12 kun qolganda Xalqaro Olimpiya qo'mitasi Rossiya jamoasini 2016-yil Rio o'yinlaridan to'liq chetlatmaslikka qaror qildi.,yozgi olimpiada musobaqalariga o'n ikki kun qolganda xalqaro olimpiya qo'mitasi rossiya jamoasini ikki ming o'n oltinchi yil rio o'yinlaridan to'liq chetlatmaslikka qaror qildi,yozgi olimpiada musobaqalariga o'n ikki kun qolganda xalqaro olimpiya qo'mitasi rossiya jamoasini ikki ming o'n oltinchi yil rio o'yinlaridan to'liq chetlatmaslikka qaror qildi,0.0,0.0,1.0,23,23,19
1274,1047-23.wav,train,10.29925,Тожикистондаги энг таниқли ишбилармон Зайд Саидов 26 йиллик қамоқ жазосига ҳукм қилинган.,Tojikistondagi eng taniqli ishbilarmon Zayd Saidov 26 yillik qamoq jazosiga hukm qilingan.,Tojikistondagi eng taniqli ishbilarmon Zayd Saidov 26 yillik qamoq jazosiga hukm qilingan.,tojikistondagi eng taniqli ishbilarmon zayd saidov yigirma olti yillik qamoq jazosiga hukm qilingan,tojikistondagi eng taniqli ishbilarmon zayd saidov yigirma olti yillik qamoq jazosiga hukm qilingan,0.0,0.0,1.0,13,13,12
1275,1013-14.wav,train,14.9796875,"Айрим минтақавий таҳлилчиларга кўра, ИШИД ҳозир Россиянинг Марказий Осиё бўйича геосиёсатининг марказий нуқтаси бўлади.","Ayrim mintaqaviy tahlilchilarga ko'ra, ISHID hozir Rossiyaning Markaziy Osiyo bo'yicha geosiyosatining markaziy nuqtasi bo'ladi.","Ayrim mintaqaviy tahlilchilarga ko'ra, IShiD hozir Rossiyaning Markaziy Osiyo bo'yicha geosiyosatining markaziy nuqtasi bo'ladi.",ayrim mintaqaviy tahlilchilarga ko'ra ishid hozir rossiyaning markaziy osiyo bo'yicha geosiyosatining markaziy nuqtasi bo'ladi,ayrim mintaqaviy tahlilchilarga ko'ra ishid hozir rossiyaning markaziy osiyo bo'yicha geosiyosatining markaziy nuqtasi bo'ladi,0.0,0.0,1.0,14,14,14
1276,1049-86.wav,train,16.0093125,Суратларнинг пойтахт Москвадаги дастлабки намойиши Шавкат Мирзиёевнинг Россияга 2017 йилги илк давлат ташрифи пайтига тўғри келган.,Suratlarning poytaxt Moskvadagi dastlabki namoyishi Shavkat Mirziyoyevning Rossiyaga 2017-yilgi ilk davlat tashrifi paytiga to'g'ri kelgan.,Suratlarning poytaxt Moskvadagi dastlabki namoyishi Shavkat Mirziyoyevning Rossiyaga 2017-yilgi ilk davlat tashrifi paytiga to'g'ri kelgan.,suratlarning poytaxt moskvadagi dastlabki namoyishi shavkat mirziyoyevning rossiyaga ikki ming o'n yettinchi yilgi ilk davlat tashrifi paytiga to'g'ri kelgan,suratlarning poytaxt moskvadagi dastlabki namoyishi shavkat mirziyoyevning rossiyaga ikki ming o'n yettinchi yilgi ilk davlat tashrifi paytiga to'g'ri kelgan,0.0,0.0,1.0,19,19,16
1279,1019-23.wav,train,11.0305625,Шу кеча-кундузда Ҳиндистонда келишилган никоҳ мавзуси атрофидаги баҳс қизиган.,Shu kecha-kunduzda Hindistonda kelishilgan nikoh mavzusi atrofidagi bahs qizigan.,Shu kecha-kunduzda Hindistonda kelishilgan nikoh mavzusi atrofidagi bahs qizigan.,shu kecha-kunduzda hindistonda kelishilgan nikoh mavzusi atrofidagi bahs qizigan,shu kecha-kunduzda hindistonda kelishilgan nikoh mavzusi atrofidagi bahs qizigan,0.0,0.0,1.0,9,9,9
1283,1059-03.wav,train,11.3288125,Ўзбекистоннинг Муқимий номидаги театри актёрлари Ўш вилоятига расмий гастроль сафари билан келган.,O'zbekistonning Muqimiy nomidagi teatri aktyorlari O'sh viloyatiga rasmiy gastrol safari bilan kelgan.,O'zbekistonning Muqimiy nomidagi teatri aktyorlari O'sh viloyatiga rasmiy gastrol safari bilan kelgan.,o'zbekistonning muqimiy nomidagi teatri aktyorlari o'sh viloyatiga rasmiy gastrol safari bilan kelgan,o'zbekistonning muqimiy nomidagi teatri aktyorlari o'sh viloyatiga rasmiy gastrol safari bilan kelgan,0.0,0.0,1.0,12,12,12
1284,1005-47.wav,train,12.8334375,"БМТ ҳисоботига кўра, Афғонистонда тинч фуқаролар ўлими 2015 йилда рекорд даражага етган.","BMT hisobotiga ko'ra, Afg'onistonda tinch fuqarolar o'limi 2015-yilda rekord darajaga yetgan.","BMT hisobotiga ko'ra, Afg'onistonda tinch fuqarolar o'limi 2015-yilda rekord darajaga yetgan.",bmt hisobotiga ko'ra afg'onistonda tinch fuqarolar o'limi ikki ming o'n beshinchi yilda rekord darajaga yetgan,bmt hisobotiga ko'ra afg'onistonda tinch fuqarolar o'limi ikki ming o'n beshinchi yilda rekord darajaga yetgan,0.0,0.0,1.0,15,15,12
1285,1006-83.wav,train,10.429625,Америка Қўшма Штатлари мисли кўрилмаган қаҳратон совуқдан зиён чекмоқда.,Amerika Qo'shma Shtatlari misli ko'rilmagan qahraton sovuqdan ziyon chekmoqda.,Amerika Qo'shma Shtatlari misli ko'rilmagan qahraton sovuqdan ziyon chekmoqda.,amerika qo'shma shtatlari misli ko'rilmagan qahraton sovuqdan ziyon chekmoqda,amerika qo'shma shtatlari misli ko'rilmagan qahraton sovuqdan ziyon chekmoqda,0.0,0.0,1.0,9,9,9
1287,1032-80.wav,train,18.7758125,"Қирғизистон Олий судидан билдиришларича, таниқли инсон ҳуқуқлари фаоли Азимжон Асқаровнинг ишини қайта кўриб чиқишлари мумкин. Бу ҳақда Олий суд матбуот хизмати хабар тарқатган.","Qirg'iziston Oliy sudidan bildirishlaricha, taniqli inson huquqlari faoli Azimjon Asqarovning ishini qayta ko'rib chiqishlari mumkin. Bu haqda Oliy sud matbuot xizmati xabar tarqatgan.","Qirg'iziston Oliy Sudidan bildirishlaricha, taniqli inson huquqlari faoli Azimjon Asqarovning ishini qayta ko'rib chiqishlari mumkin. Bu haqda Oliy Sud matbuot xizmati xabar tarqatgan.",qirg'iziston oliy sudidan bildirishlaricha taniqli inson huquqlari faoli azimjon asqarovning ishini qayta ko'rib chiqishlari mumkin bu haqda oliy sud matbuot xizmati xabar tarqatgan,qirg'iziston oliy sudidan bildirishlaricha taniqli inson huquqlari faoli azimjon asqarovning ishini qayta ko'rib chiqishlari mumkin bu haqda oliy sud matbuot xizmati xabar tarqatgan,0.0,0.0,1.0,23,23,23
1292,1037-103.wav,train,14.1230625,"Авеста сайти хабар беришича, Москва вилоятида содир этилган ҳодисада гумон билан 51 ёшли орловлик шахс қўлга олинган.","Avesta sayti xabar berishicha, Moskva viloyatida sodir etilgan hodisada gumon bilan 51 yoshli orlovlik shaxs qo'lga olingan.","Avesta sayti xabar berishicha, Moskva viloyatida sodir etilgan hodisada gumon bilan 51 yoshli orlovlik shaxs qo'lga olingan.",avesta sayti xabar berishicha moskva viloyatida sodir etilgan hodisada gumon bilan ellik bir yoshli orlovlik shaxs qo'lga olingan,avesta sayti xabar berishicha moskva viloyatida sodir etilgan hodisada gumon bilan ellik bir yoshli orlovlik shaxs qo'lga olingan,0.0,0.0,1.0,18,18,17
1295,1056-83.wav,train,10.7183125,"Владимир Путин Туркия борасида гапира туриб, ўта қўпол, ҳатто ҳақоратли сўзларни ишлатди.","Vladimir Putin Turkiya borasida gapira turib, o'ta qo'pol, hatto haqoratli so'zlarni ishlatdi.","Vladimir Putin Turkiya borasida gapira turib, o'ta qo'pol, hatto haqoratli so'zlarni ishlatdi.",vladimir putin turkiya borasida gapira turib o'ta qo'pol hatto haqoratli so'zlarni ishlatdi,vladimir putin turkiya borasida gapira turib o'ta qo'pol hatto haqoratli so'zlarni ishlatdi,0.0,0.0,1.0,12,12,12
1297,1039-63.wav,train,12.64625,Ёқутистон пойтахти Якутск аэропорти йўлидаги белги 2019 йилнинг Дўстона Қўшничилик йили эканидан дарак беради.,Yoqutiston poytaxti Yakutsk aeroporti yo'lidagi belgi 2019-yilning Do'stona Qo'shnichilik yili ekanidan darak beradi.,"Yoqutiston poytaxti Yakutsk aeroporti yo'lidagi belgi 2019-yilning ""Do'stona qo'shnichilik yili"" ekanidan darak beradi.",yoqutiston poytaxti yakutsk aeroporti yo'lidagi belgi ikki ming o'n to'qqizinchi yilning do'stona qo'shnichilik yili ekanidan darak beradi,yoqutiston poytaxti yakutsk aeroporti yo'lidagi belgi ikki ming o'n to'qqizinchi yilning do'stona qo'shnichilik yili ekanidan darak beradi,0.0,0.0,1.0,17,17,14
1299,1008-59.wav,train,8.540875,Афғон аёллари учун спорт билан шуғулланиш янги имконият.,Afg'on ayollari uchun sport bilan shug'ullanish yangi imkoniyat.,Afg'on ayollari uchun sport bilan shug'ullanish yangi imkoniyat.,afg'on ayollari uchun sport bilan shug'ullanish yangi imkoniyat,afg'on ayollari uchun sport bilan shug'ullanish yangi imkoniyat,0.0,0.0,1.0,8,8,8
1301,1052-05.wav,train,7.380375,Коинот гўзали танловига илк бор Исроил мезбонлик қилди.,Koinot go'zali tanloviga ilk bor Isroil mezbonlik qildi.,Koinot go'zali tanloviga ilk bor Isroil mezbonlik qildi.,koinot go'zali tanloviga ilk bor isroil mezbonlik qildi,koinot go'zali tanloviga ilk bor isroil mezbonlik qildi,0.0,0.0,1.0,8,8,8
1303,1024-100.wav,train,7.839375,Кейинги пайтда ҳукумат қарорларида қизиқ бир тенденция кузатилмоқда.,Keyingi paytda hukumat qarorlarida qiziq bir tendensiya kuzatilmoqda.,Keyingi paytda hukumat qarorlarida qiziq bir tendensiya kuzatilmoqda.,keyingi paytda hukumat qarorlarida qiziq bir tendensiya kuzatilmoqda,keyingi paytda hukumat qarorlarida qiziq bir tendensiya kuzatilmoqda,0.0,0.0,1.0,8,8,8
1304,1019-26.wav,train,26.1401875,"Ўзбекистонда аёл киши ҳоким бўлди, янгилик билан Саида Мирзиёева ҳам бўлишди - аёллар энди ""қўрқмаса бўлади""ми? - янги тайинлов Ўзбекистон Президенти тўнғич қизининг юқори минбардан туриб айтган ана шу сўзларидан кун ўтиб, амалга ошди.","O'zbekistonda ayol kishi hokim bo'ldi, yangilik bilan Saida Mirziyoyeva ham bo'lishdi - ayollar endi ""qo'rqmasa bo'ladi""mi? - yangi tayinlov O'zbekiston Prezidenti to'ng'ich qizining yuqori minbardan turib aytgan ana shu so'zlaridan kun o'tib, amalga oshdi.",O'zbekistonda ayol kishi hokim bo'ldi. Yangilik bilan Saida Mirziyoyeva ham bo'lishdi. Ayollar endi qo'rqmasa bo'ladimi? Yangi tayinlov O'zbekiston prezidenti to'ng'ich qizining yuqori minbardan turib aytgan ana shu so'zlaridan kun o'tib amalga oshdi.,o'zbekistonda ayol kishi hokim bo'ldi yangilik bilan saida mirziyoyeva ham bo'lishdi ayollar endi qo'rqmasa bo'ladimi yangi tayinlov o'zbekiston prezidenti to'ng'ich qizining yuqori minbardan turib aytgan ana shu so'zlaridan kun o'tib amalga oshdi,o'zbekistonda ayol kishi hokim bo'ldi yangilik bilan saida mirziyoyeva ham bo'lishdi ayollar endi qo'rqmasa bo'ladimi yangi tayinlov o'zbekiston prezidenti to'ng'ich qizining yuqori minbardan turib aytgan ana shu so'zlaridan kun o'tib amalga oshdi,0.0,0.0,1.0,32,32,34
1305,1047-47.wav,train,22.7098125,"Бироқ ўзига нисбатан сохта диний айбловлар илгари сурилганини таъкидлаган ватандошларнинг, очилган ишлар расман ёпилганига қарамай, ҳамон ички ишлар ходимлари томонидан босимга учраётгани борасида бот-бот хабарлар чиқмоқда.","Biroq o'ziga nisbatan soxta diniy ayblovlar ilgari surilganini ta'kidlagan vatandoshlarning, ochilgan ishlar rasman yopilganiga qaramay, hamon ichki ishlar xodimlari tomonidan bosimga uchrayotgani borasida bot-bot xabarlar chiqmoqda.","Biroq oʻziga nisbatan soxta diniy ayblovlar ilgari surilganini taʼkidlagan vatandoshlarning ochilgan ishlar rasman yopilganiga qaramay, hamon ichki ishlar xodimlari tomonidan bosimga uchrayotgani borasida bot-bot xabarlar chiqmoqda.",biroq o'ziga nisbatan soxta diniy ayblovlar ilgari surilganini ta'kidlagan vatandoshlarning ochilgan ishlar rasman yopilganiga qaramay hamon ichki ishlar xodimlari tomonidan bosimga uchrayotgani borasida bot-bot xabarlar chiqmoqda,biroq o'ziga nisbatan soxta diniy ayblovlar ilgari surilganini ta'kidlagan vatandoshlarning ochilgan ishlar rasman yopilganiga qaramay hamon ichki ishlar xodimlari tomonidan bosimga uchrayotgani borasida bot-bot xabarlar chiqmoqda,0.0,0.0,1.0,26,26,26
1308,1044-50.wav,train,5.703875,Алишер Навоийни дунё нега ўрганиши зарур?,Alisher Navoiyni dunyo nega o'rganishi zarur?,Alisher Navoiyni dunyo nega o'rganishi zarur?,alisher navoiyni dunyo nega o'rganishi zarur,alisher navoiyni dunyo nega o'rganishi zarur,0.0,0.0,1.0,6,6,6
1311,1046-40.wav,train,8.57,Тошкентда журналист Бобомурод Абдуллаевнинг уйида ҳамон тинтув ўтказилмоқда.,Toshkentda jurnalist Bobomurod Abdullayevning uyida hamon tintuv o'tkazilmoqda.,Toshkentda jurnalist Bobomurod Abdullayevning uyida hamon tintuv o'tkazilmoqda.,toshkentda jurnalist bobomurod abdullayevning uyida hamon tintuv o'tkazilmoqda,toshkentda jurnalist bobomurod abdullayevning uyida hamon tintuv o'tkazilmoqda,0.0,0.0,1.0,8,8,8
1312,1060-73.wav,train,12.4548125,Швеция ҳукумати ўз расмийларининг Эронга сафари чоғида ҳижоб ўраганларини ҳимоя қилиб чиқди.,Shvetsiya hukumati o'z rasmiylarining Eronga safari chog'ida hijob o'raganlarini himoya qilib chiqdi.,Shvetsiya hukumati o'z rasmiylarining Eronga safari chog'ida hijob o'raganlarini himoya qilib chiqdi.,shvetsiya hukumati o'z rasmiylarining eronga safari chog'ida hijob o'raganlarini himoya qilib chiqdi,shvetsiya hukumati o'z rasmiylarining eronga safari chog'ida hijob o'raganlarini himoya qilib chiqdi,0.0,0.0,1.0,12,12,12
1313,1053-100.wav,train,25.07725,Ўзбекистон Ташқи ишлар вазирлиги Россияга июн ойида бораётган ўзбекистонликларни футбол бўйича 2018 йилги Жаҳон Кубоги ва FIFA 2017 Конфедерация Кубоги мусобақалари пайти миграция тартиби ўзгаришидан огоҳлантирди.,O'zbekiston Tashqi ishlar vazirligi Rossiyaga iyun oyida borayotgan o'zbekistonliklarni futbol bo'yicha 2018-yilgi Jahon Kubogi va FIFA 2017 Konfederatsiya Kubogi musobaqalari payti migratsiya tartibi o'zgarishidan ogohlantirdi.,O'zbekiston Tashqi ishlar vazirligi Rossiyaga iyun oyida borayotgan o'zbekistonliklarni futbol bo'yicha 2018-yilgi Jahon kubogi va FIFA 2017 Konfederatsiya kubogi musobaqalari payti migratsiya tartibi o'zgarishidan ogohlantirdi.,o'zbekiston tashqi ishlar vazirligi rossiyaga iyun oyida borayotgan o'zbekistonliklarni futbol bo'yicha ikki ming o'n sakkizinchi yilgi jahon kubogi va fifa ikki ming o'n yetti konfederatsiya kubogi musobaqalari payti migratsiya tartibi o'zgarishidan ogohlantirdi,o'zbekiston tashqi ishlar vazirligi rossiyaga iyun oyida borayotgan o'zbekistonliklarni futbol bo'yicha ikki ming o'n sakkizinchi yilgi jahon kubogi va fifa ikki ming o'n yetti konfederatsiya kubogi musobaqalari payti migratsiya tartibi o'zgarishidan ogohlantirdi,0.0,0.0,1.0,32,32,26
1314,1059-74.wav,train,16.826375,"Мамлакатда энг кўп сонли мигрантларнинг Ўзбекистон фуқаролари эканлигини ҳисобга олсак, танг вазиятга тушиб қолганларнинг энг катта қисми ҳам - ўзбекистонликлардир.","Mamlakatda eng ko'p sonli migrantlarning O'zbekiston fuqarolari ekanligini hisobga olsak, tang vaziyatga tushib qolganlarning eng katta qismi ham - o'zbekistonliklardir.","Mamlakatda eng ko'p sonli migrantlarning O'zbekiston fuqarolari ekanligini hisobga olsak, tang vaziyatga tushib qolganlarning eng katta qismi ham o'zbekistonliklardir.",mamlakatda eng ko'p sonli migrantlarning o'zbekiston fuqarolari ekanligini hisobga olsak tang vaziyatga tushib qolganlarning eng katta qismi ham o'zbekistonliklardir,mamlakatda eng ko'p sonli migrantlarning o'zbekiston fuqarolari ekanligini hisobga olsak tang vaziyatga tushib qolganlarning eng katta qismi ham o'zbekistonliklardir,0.0,0.0,1.0,19,19,20
1315,1036-97.wav,train,9.3654375,Россиядаги Перм университетида қуролланган шахс олти инсонни отиб ўлдирган.,Rossiyadagi Perm universitetida qurollangan shaxs olti insonni otib o'ldirgan.,Rossiyadagi Perm universitetida qurollangan shaxs 6 insonni otib o'ldirgan.,rossiyadagi perm universitetida qurollangan shaxs olti insonni otib o'ldirgan,rossiyadagi perm universitetida qurollangan shaxs olti insonni otib o'ldirgan,0.0,0.0,1.0,9,9,9
1316,1046-16.wav,train,18.2,Президент Порошенко Украинанинг бўлгинчи шарқидаги сайловлар ортидан юзага келган вазиятни муҳокама қилиш учун Миллий хавфсизлик ва мудофаа кенгашининг фавқулодда йиғинини чақирган.,Prezident Poroshenko Ukrainaning bo'lginchi sharqidagi saylovlar ortidan yuzaga kelgan vaziyatni muhokama qilish uchun Milliy xavfsizlik va mudofaa kengashining favqulodda yig'inini chaqirgan.,Prezident Poroshenko Ukrainaning bo'lginchi sharqidagi saylovlar ortidan yuzaga kelgan vaziyatni muhokama qilish uchun Milliy xavfsizlik va mudofaa kengashining favqulodda yig'inini chaqirgan.,prezident poroshenko ukrainaning bo'lginchi sharqidagi saylovlar ortidan yuzaga kelgan vaziyatni muhokama qilish uchun milliy xavfsizlik va mudofaa kengashining favqulodda yig'inini chaqirgan,prezident poroshenko ukrainaning bo'lginchi sharqidagi saylovlar ortidan yuzaga kelgan vaziyatni muhokama qilish uchun milliy xavfsizlik va mudofaa kengashining favqulodda yig'inini chaqirgan,0.0,0.0,1.0,21,21,21
1317,1039-67.wav,train,10.65075,Тожикистон диний уламолар кенгаши болаларнинг ҳайитлик сўраб юришини тақиқлашга оид фатво чиқарган.,Tojikiston diniy ulamolar kengashi bolalarning hayitlik so'rab yurishini taqiqlashga oid fatvo chiqargan.,Tojikiston diniy ulamolar kengashi bolalarning hayitlik so'rab yurishini taqiqlashga oid fatvo chiqargan.,tojikiston diniy ulamolar kengashi bolalarning hayitlik so'rab yurishini taqiqlashga oid fatvo chiqargan,tojikiston diniy ulamolar kengashi bolalarning hayitlik so'rab yurishini taqiqlashga oid fatvo chiqargan,0.0,0.0,1.0,12,12,12
1318,1041-20.wav,train,11.3653125,Астрономлар Зуҳра (Венера) сайёрасида ҳаёт асари борлиги мумкинлигини назардан соқит қилишмаяпти.,Astronomlar Zuhra (Venera) sayyorasida hayot asari borligi mumkinligini nazardan soqit qilishmayapti.,Astronomlar Zuhra (Venera) sayyorasida hayot asari borligi mumkinligini nazardan soqit qilishmayapti.,astronomlar zuhra (venera) sayyorasida hayot asari borligi mumkinligini nazardan soqit qilishmayapti,astronomlar zuhra (venera) sayyorasida hayot asari borligi mumkinligini nazardan soqit qilishmayapti,0.0,0.0,1.0,11,11,11
1321,1040-98.wav,train,16.301,Давлат назорати остидаги оммавий ахборот воситаларининг кенг тарғибот-ташвиқотига қарамасдан ўзбекистонлик Интернет фойдаланувчилар парламент сайловларига шубҳа билан қарайдилар.,Davlat nazorati ostidagi ommaviy axborot vositalarining keng targ'ibot-tashviqotiga qaramasdan o'zbekistonlik Internet foydalanuvchilar parlament saylovlariga shubha bilan qaraydilar.,"Davlat nazorati ostidagi ommaviy axborot vositalarining keng targ'ibot-tashviqotiga qaramasdan, o'zbekistonlik internet foydalanuvchilar parlament saylovlariga shubha bilan qaraydilar.",davlat nazorati ostidagi ommaviy axborot vositalarining keng targ'ibot-tashviqotiga qaramasdan o'zbekistonlik internet foydalanuvchilar parlament saylovlariga shubha bilan qaraydilar,davlat nazorati ostidagi ommaviy axborot vositalarining keng targ'ibot-tashviqotiga qaramasdan o'zbekistonlik internet foydalanuvchilar parlament saylovlariga shubha bilan qaraydilar,0.0,0.0,1.0,17,17,17
1323,1018-65.wav,train,11.4598125,"Ўзбекистон ва сайлов: ""Аслида номзод аёлларнинг ҳаммасида куч бор. Имкон бор.","O'zbekiston va saylov: ""Aslida nomzod ayollarning hammasida kuch bor. Imkon bor.","O'zbekiston va saylov. Aslida nomzod ayollarning hammasida kuch bor, imkon bor.",o'zbekiston va saylov aslida nomzod ayollarning hammasida kuch bor imkon bor,o'zbekiston va saylov aslida nomzod ayollarning hammasida kuch bor imkon bor,0.0,0.0,1.0,11,11,11
1325,1030-99.wav,train,23.05,"Ўзбекистон ва минтақа: Олма терган ва китоб ёзган президентлар, Тоқаев нега Байрутга сим қоқди? - Кечаётган ҳафтада Марказий Осиё президентларининг минтақавий нашрлар диққат-эътиборига тушган чиқишлари, ишлари кам бўлмади.","O'zbekiston va mintaqa: Olma tergan va kitob yozgan prezidentlar, Toqayev nega Bayrutga sim qoqdi? - Kechayotgan haftada Markaziy Osiyo prezidentlarining mintaqaviy nashrlar diqqat-e'tiboriga tushgan chiqishlari, ishlari kam bo'lmadi.","O'zbekiston va mintaqa: Olma tergan va kitob yozgan prezidentlar. Toqayev nega Bayrutga sim qoqdi? Kechayotgan haftada Markaziy Osiyo prezidentlarining mintaqaviy nashrlar diqqat-e'tiboriga tushgan chiqishlari, ishlari kam bo'lmadi.",o'zbekiston va mintaqa olma tergan va kitob yozgan prezidentlar toqayev nega bayrutga sim qoqdi kechayotgan haftada markaziy osiyo prezidentlarining mintaqaviy nashrlar diqqat-e'tiboriga tushgan chiqishlari ishlari kam bo'lmadi,o'zbekiston va mintaqa olma tergan va kitob yozgan prezidentlar toqayev nega bayrutga sim qoqdi kechayotgan haftada markaziy osiyo prezidentlarining mintaqaviy nashrlar diqqat-e'tiboriga tushgan chiqishlari ishlari kam bo'lmadi,0.0,0.0,1.0,27,27,28
