id,original_path,augmented_path,original_duration,augmented_duration,speed_applied,speed_rate_applied,pitch_applied,noise_applied,time_mask_applied,augmentation_type
1055,00008497.wav,00008497_augmented_spd_pch_msk.wav,16.5495,16.5974,True,0.9971,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1056,00008505.wav,00008505_augmented_spd_nse.wav,16.4213,16.3761,True,1.0028,False,False,False,AugmentationType.SPEED|NOISE
1057,00008505.wav,00008505_augmented_pch_msk.wav,16.4213,16.4213,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1058,00008505.wav,00008505_augmented_spd_pch_nse.wav,16.4213,16.2841,True,1.0084,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1059,00008505.wav,00008505_augmented_spd_pch_msk.wav,16.4213,17.5634,True,0.935,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1060,00008510.wav,00008510_augmented_spd_nse.wav,3.7813,4.1704,True,0.9067,False,True,False,AugmentationType.SPEED|NOISE
1061,00008510.wav,00008510_augmented_pch_msk.wav,3.7813,3.7813,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1062,00008510.wav,00008510_augmented_spd_pch_nse.wav,3.7813,3.4769,True,1.0875,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1063,00008510.wav,00008510_augmented_spd_pch_msk.wav,3.7813,4.0409,True,0.9358,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1064,00008511.wav,00008511_augmented_spd_nse.wav,10.56,10.2403,True,1.0312,False,True,False,AugmentationType.SPEED|NOISE
1065,00008511.wav,00008511_augmented_pch_msk.wav,10.56,10.56,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1066,00008511.wav,00008511_augmented_spd_pch_nse.wav,10.56,10.876,True,0.9709,True,False,False,AugmentationType.SPEED|PITCH|NOISE
1067,00008511.wav,00008511_augmented_spd_pch_msk.wav,10.56,11.5725,True,0.9125,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1068,00008516.wav,00008516_augmented_spd_nse.wav,4.14,4.3255,True,0.9571,False,True,False,AugmentationType.SPEED|NOISE
1069,00008516.wav,00008516_augmented_pch_msk.wav,4.14,4.14,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1070,00008516.wav,00008516_augmented_spd_pch_nse.wav,4.14,4.2787,True,0.9676,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1071,00008516.wav,00008516_augmented_spd_pch_msk.wav,4.14,4.2169,True,0.9818,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1072,00008521.wav,00008521_augmented_spd_nse.wav,17.5307,16.1305,True,1.0868,False,False,False,AugmentationType.SPEED|NOISE
1073,00008521.wav,00008521_augmented_pch_msk.wav,17.5307,17.5307,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1074,00008521.wav,00008521_augmented_spd_pch_nse.wav,17.5307,17.9374,True,0.9773,True,False,False,AugmentationType.SPEED|PITCH|NOISE
1075,00008521.wav,00008521_augmented_spd_pch_msk.wav,17.5307,18.7874,True,0.9331,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1076,00008539.wav,00008539_augmented_spd_nse.wav,5.2321,5.6233,True,0.9304,False,True,False,AugmentationType.SPEED|NOISE
1077,00008539.wav,00008539_augmented_pch_msk.wav,5.2321,5.2321,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1078,00008539.wav,00008539_augmented_spd_pch_nse.wav,5.2321,5.4609,True,0.9581,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1079,00008539.wav,00008539_augmented_spd_pch_msk.wav,5.2321,5.153,True,1.0153,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1080,00008552.wav,00008552_augmented_spd_nse.wav,17.808,16.5817,True,1.074,False,False,False,AugmentationType.SPEED|NOISE
1081,00008552.wav,00008552_augmented_pch_msk.wav,17.808,17.808,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1082,00008552.wav,00008552_augmented_spd_pch_nse.wav,17.808,18.4346,True,0.966,True,False,False,AugmentationType.SPEED|PITCH|NOISE
1083,00008552.wav,00008552_augmented_spd_pch_msk.wav,17.808,16.9482,True,1.0507,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1084,00008556.wav,00008556_augmented_spd_nse.wav,11.44,11.2901,True,1.0133,False,False,False,AugmentationType.SPEED|NOISE
1085,00008556.wav,00008556_augmented_pch_msk.wav,11.44,11.44,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1086,00008556.wav,00008556_augmented_spd_pch_nse.wav,11.44,12.1401,True,0.9423,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1087,00008556.wav,00008556_augmented_spd_pch_msk.wav,11.44,11.1193,True,1.0288,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1088,00008560.wav,00008560_augmented_spd_nse.wav,5.3387,5.17,True,1.0326,False,True,False,AugmentationType.SPEED|NOISE
1089,00008560.wav,00008560_augmented_pch_msk.wav,5.3387,5.3387,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1090,00008560.wav,00008560_augmented_spd_pch_nse.wav,5.3387,4.9141,True,1.0864,True,False,False,AugmentationType.SPEED|PITCH|NOISE
1091,00008560.wav,00008560_augmented_spd_pch_msk.wav,5.3387,4.8543,True,1.0998,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1092,00008614.wav,00008614_augmented_spd_nse.wav,7.8987,8.5666,True,0.922,False,True,False,AugmentationType.SPEED|NOISE
1093,00008614.wav,00008614_augmented_pch_msk.wav,7.8987,7.8987,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1094,00008614.wav,00008614_augmented_spd_pch_nse.wav,7.8987,7.2539,True,1.0889,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1095,00008614.wav,00008614_augmented_spd_pch_msk.wav,7.8987,8.3686,True,0.9439,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1096,00008628.wav,00008628_augmented_spd_nse.wav,8.752,8.5749,True,1.0206,False,False,False,AugmentationType.SPEED|NOISE
1097,00008628.wav,00008628_augmented_pch_msk.wav,8.752,8.752,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1098,00008628.wav,00008628_augmented_spd_pch_nse.wav,8.752,8.0251,True,1.0906,True,False,False,AugmentationType.SPEED|PITCH|NOISE
1099,00008628.wav,00008628_augmented_spd_pch_msk.wav,8.752,8.9642,True,0.9763,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1100,00008665.wav,00008665_augmented_spd_nse.wav,8.9227,8.3824,True,1.0645,False,True,False,AugmentationType.SPEED|NOISE
1101,00008665.wav,00008665_augmented_pch_msk.wav,8.9227,8.9227,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1102,00008665.wav,00008665_augmented_spd_pch_nse.wav,8.9227,8.2418,True,1.0826,True,False,False,AugmentationType.SPEED|PITCH|NOISE
1103,00008665.wav,00008665_augmented_spd_pch_msk.wav,8.9227,8.4424,True,1.0569,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1104,00008676.wav,00008676_augmented_spd_nse.wav,4.2429,3.9769,True,1.0669,False,True,False,AugmentationType.SPEED|NOISE
1105,00008676.wav,00008676_augmented_pch_msk.wav,4.2429,4.2429,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1106,00008676.wav,00008676_augmented_spd_pch_nse.wav,4.2429,4.1004,True,1.0348,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1107,00008676.wav,00008676_augmented_spd_pch_msk.wav,4.2429,4.7126,True,0.9003,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1108,00008714.wav,00008714_augmented_spd_nse.wav,18.5973,17.3891,True,1.0695,False,True,False,AugmentationType.SPEED|NOISE
1109,00008714.wav,00008714_augmented_pch_msk.wav,18.5973,18.5973,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1110,00008714.wav,00008714_augmented_spd_pch_nse.wav,18.5973,18.1054,True,1.0272,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1111,00008714.wav,00008714_augmented_spd_pch_msk.wav,18.5973,20.4363,True,0.91,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1112,00008750.wav,00008750_augmented_spd_nse.wav,12.29,12.6881,True,0.9686,False,False,False,AugmentationType.SPEED|NOISE
1113,00008750.wav,00008750_augmented_pch_msk.wav,12.29,12.29,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1114,00008750.wav,00008750_augmented_spd_pch_nse.wav,12.29,12.7791,True,0.9617,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1115,00008750.wav,00008750_augmented_spd_pch_msk.wav,12.29,12.8386,True,0.9573,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1116,00008755.wav,00008755_augmented_spd_nse.wav,13.38,14.1728,True,0.9441,False,False,False,AugmentationType.SPEED|NOISE
1117,00008755.wav,00008755_augmented_pch_msk.wav,13.38,13.38,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1118,00008755.wav,00008755_augmented_spd_pch_nse.wav,13.38,12.1738,True,1.0991,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1119,00008755.wav,00008755_augmented_spd_pch_msk.wav,13.38,14.0548,True,0.952,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1120,00008771.wav,00008771_augmented_spd_nse.wav,4.2507,4.3426,True,0.9788,False,False,False,AugmentationType.SPEED|NOISE
1121,00008771.wav,00008771_augmented_pch_msk.wav,4.2507,4.2507,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1122,00008771.wav,00008771_augmented_spd_pch_nse.wav,4.2507,3.8674,True,1.0991,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1123,00008771.wav,00008771_augmented_spd_pch_msk.wav,4.2507,4.3436,True,0.9786,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1124,00008832.wav,00008832_augmented_spd_nse.wav,11.92,12.8817,True,0.9253,False,True,False,AugmentationType.SPEED|NOISE
1125,00008832.wav,00008832_augmented_pch_msk.wav,11.92,11.92,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1126,00008832.wav,00008832_augmented_spd_pch_nse.wav,11.92,11.5173,True,1.035,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1127,00008832.wav,00008832_augmented_spd_pch_msk.wav,11.92,12.3513,True,0.9651,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1128,00008838.wav,00008838_augmented_spd_nse.wav,8.9974,8.2529,True,1.0902,False,True,False,AugmentationType.SPEED|NOISE
1129,00008838.wav,00008838_augmented_pch_msk.wav,8.9974,8.9974,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1130,00008838.wav,00008838_augmented_spd_pch_nse.wav,8.9974,9.0485,True,0.9943,True,False,False,AugmentationType.SPEED|PITCH|NOISE
1131,00008838.wav,00008838_augmented_spd_pch_msk.wav,8.9974,9.3075,True,0.9667,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1132,00008844.wav,00008844_augmented_spd_nse.wav,8.0587,8.4288,True,0.9561,False,True,False,AugmentationType.SPEED|NOISE
1133,00008844.wav,00008844_augmented_pch_msk.wav,8.0587,8.0587,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1134,00008844.wav,00008844_augmented_spd_pch_nse.wav,8.0587,8.0969,True,0.9953,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1135,00008844.wav,00008844_augmented_spd_pch_msk.wav,8.0587,8.2156,True,0.9809,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1136,00008855.wav,00008855_augmented_spd_nse.wav,11.2587,11.9987,True,0.9383,False,True,False,AugmentationType.SPEED|NOISE
1137,00008855.wav,00008855_augmented_pch_msk.wav,11.2587,11.2587,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1138,00008855.wav,00008855_augmented_spd_pch_nse.wav,11.2587,11.4408,True,0.9841,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1139,00008855.wav,00008855_augmented_spd_pch_msk.wav,11.2587,11.544,True,0.9753,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1140,00008879.wav,00008879_augmented_spd_nse.wav,17.84,18.8927,True,0.9443,False,True,False,AugmentationType.SPEED|NOISE
1141,00008879.wav,00008879_augmented_pch_msk.wav,17.84,17.84,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1142,00008879.wav,00008879_augmented_spd_pch_nse.wav,17.84,17.5978,True,1.0138,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1143,00008879.wav,00008879_augmented_spd_pch_msk.wav,17.84,18.7056,True,0.9537,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1144,00009016.wav,00009016_augmented_spd_nse.wav,5.7547,6.0302,True,0.9543,False,True,False,AugmentationType.SPEED|NOISE
1145,00009016.wav,00009016_augmented_pch_msk.wav,5.7547,5.7547,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1146,00009016.wav,00009016_augmented_spd_pch_nse.wav,5.7547,5.4456,True,1.0568,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1147,00009016.wav,00009016_augmented_spd_pch_msk.wav,5.7547,5.5575,True,1.0355,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1148,00009024.wav,00009024_augmented_spd_nse.wav,3.5254,3.3756,True,1.0444,False,False,False,AugmentationType.SPEED|NOISE
1149,00009024.wav,00009024_augmented_pch_msk.wav,3.5254,3.5254,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1150,00009024.wav,00009024_augmented_spd_pch_nse.wav,3.5254,3.4677,True,1.0166,True,False,False,AugmentationType.SPEED|PITCH|NOISE
1151,00009024.wav,00009024_augmented_spd_pch_msk.wav,3.5254,3.7062,True,0.9512,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1152,00009028.wav,00009028_augmented_spd_nse.wav,12.5494,13.6982,True,0.9161,False,True,False,AugmentationType.SPEED|NOISE
1153,00009028.wav,00009028_augmented_pch_msk.wav,12.5494,12.5494,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1154,00009028.wav,00009028_augmented_spd_pch_nse.wav,12.5494,12.251,True,1.0244,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1155,00009028.wav,00009028_augmented_spd_pch_msk.wav,12.5494,12.3602,True,1.0153,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1156,00009057.wav,00009057_augmented_spd_nse.wav,10.34,10.0199,True,1.0319,False,True,False,AugmentationType.SPEED|NOISE
1157,00009057.wav,00009057_augmented_pch_msk.wav,10.34,10.34,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1158,00009057.wav,00009057_augmented_spd_pch_nse.wav,10.34,9.4903,True,1.0895,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1159,00009057.wav,00009057_augmented_spd_pch_msk.wav,10.34,10.2202,True,1.0117,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1160,00009084.wav,00009084_augmented_spd_nse.wav,9.968,10.3221,True,0.9657,False,False,False,AugmentationType.SPEED|NOISE
1161,00009084.wav,00009084_augmented_pch_msk.wav,9.968,9.968,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1162,00009084.wav,00009084_augmented_spd_pch_nse.wav,9.968,9.5062,True,1.0486,True,False,False,AugmentationType.SPEED|PITCH|NOISE
1163,00009084.wav,00009084_augmented_spd_pch_msk.wav,9.968,9.4176,True,1.0584,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1164,00009283.wav,00009283_augmented_spd_nse.wav,18.3627,17.0143,True,1.0793,False,True,False,AugmentationType.SPEED|NOISE
1165,00009283.wav,00009283_augmented_pch_msk.wav,18.3627,18.3627,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1166,00009283.wav,00009283_augmented_spd_pch_nse.wav,18.3627,17.8861,True,1.0266,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1167,00009283.wav,00009283_augmented_spd_pch_msk.wav,18.3627,16.828,True,1.0912,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1168,00009325.wav,00009325_augmented_spd_nse.wav,11.3334,11.1879,True,1.013,False,True,False,AugmentationType.SPEED|NOISE
1169,00009325.wav,00009325_augmented_pch_msk.wav,11.3334,11.3334,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1170,00009325.wav,00009325_augmented_spd_pch_nse.wav,11.3334,12.4688,True,0.9089,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1171,00009325.wav,00009325_augmented_spd_pch_msk.wav,11.3334,11.3073,True,1.0023,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1172,00009364.wav,00009364_augmented_spd_nse.wav,14.7535,14.5173,True,1.0163,False,False,False,AugmentationType.SPEED|NOISE
1173,00009364.wav,00009364_augmented_pch_msk.wav,14.7535,14.7535,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1174,00009364.wav,00009364_augmented_spd_pch_nse.wav,14.7535,14.3546,True,1.0278,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1175,00009364.wav,00009364_augmented_spd_pch_msk.wav,14.7535,14.1193,True,1.0449,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1176,00009501.wav,00009501_augmented_spd_nse.wav,13.6054,13.0627,True,1.0415,False,True,False,AugmentationType.SPEED|NOISE
1177,00009501.wav,00009501_augmented_pch_msk.wav,13.6054,13.6054,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1178,00009501.wav,00009501_augmented_spd_pch_nse.wav,13.6054,14.0315,True,0.9696,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1179,00009501.wav,00009501_augmented_spd_pch_msk.wav,13.6054,14.4012,True,0.9447,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1180,00009513.wav,00009513_augmented_spd_nse.wav,11.02,11.0857,True,0.9941,False,True,False,AugmentationType.SPEED|NOISE
1181,00009513.wav,00009513_augmented_pch_msk.wav,11.02,11.02,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1182,00009513.wav,00009513_augmented_spd_pch_nse.wav,11.02,10.9017,True,1.0108,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1183,00009513.wav,00009513_augmented_spd_pch_msk.wav,11.02,11.6721,True,0.9441,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1184,00009520.wav,00009520_augmented_spd_nse.wav,16.176,15.9243,True,1.0158,False,False,False,AugmentationType.SPEED|NOISE
1185,00009520.wav,00009520_augmented_pch_msk.wav,16.176,16.176,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1186,00009520.wav,00009520_augmented_spd_pch_nse.wav,16.176,14.8957,True,1.0859,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1187,00009520.wav,00009520_augmented_spd_pch_msk.wav,16.176,16.0567,True,1.0074,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1188,00009590.wav,00009590_augmented_spd_nse.wav,4.208,4.2917,True,0.9805,False,True,False,AugmentationType.SPEED|NOISE
1189,00009590.wav,00009590_augmented_pch_msk.wav,4.208,4.208,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1190,00009590.wav,00009590_augmented_spd_pch_nse.wav,4.208,4.1907,True,1.0041,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1191,00009590.wav,00009590_augmented_spd_pch_msk.wav,4.208,4.6126,True,0.9123,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1192,00009621.wav,00009621_augmented_spd_nse.wav,4.9247,4.9059,True,1.0038,False,False,False,AugmentationType.SPEED|NOISE
1193,00009621.wav,00009621_augmented_pch_msk.wav,4.9247,4.9247,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1194,00009621.wav,00009621_augmented_spd_pch_nse.wav,4.9247,4.8557,True,1.0142,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1195,00009621.wav,00009621_augmented_spd_pch_msk.wav,4.9247,5.3261,True,0.9246,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1196,00009708.wav,00009708_augmented_spd_nse.wav,8.1547,8.2233,True,0.9917,False,False,False,AugmentationType.SPEED|NOISE
1197,00009708.wav,00009708_augmented_pch_msk.wav,8.1547,8.1547,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1198,00009708.wav,00009708_augmented_spd_pch_nse.wav,8.1547,8.6616,True,0.9415,True,False,False,AugmentationType.SPEED|PITCH|NOISE
1199,00009708.wav,00009708_augmented_spd_pch_msk.wav,8.1547,8.6276,True,0.9452,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1200,00009716.wav,00009716_augmented_spd_nse.wav,12.1974,11.6447,True,1.0475,False,True,False,AugmentationType.SPEED|NOISE
1201,00009716.wav,00009716_augmented_pch_msk.wav,12.1974,12.1974,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1202,00009716.wav,00009716_augmented_spd_pch_nse.wav,12.1974,11.1014,True,1.0987,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1203,00009716.wav,00009716_augmented_spd_pch_msk.wav,12.1974,12.5831,True,0.9693,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1204,00009731.wav,00009731_augmented_spd_nse.wav,4.8694,4.4412,True,1.0964,False,True,False,AugmentationType.SPEED|NOISE
1205,00009731.wav,00009731_augmented_pch_msk.wav,4.8694,4.8694,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1206,00009731.wav,00009731_augmented_spd_pch_nse.wav,4.8694,4.6318,True,1.0513,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1207,00009731.wav,00009731_augmented_spd_pch_msk.wav,4.8694,5.0213,True,0.9698,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1208,00009774.wav,00009774_augmented_spd_nse.wav,4.8935,5.4099,True,0.9045,False,True,False,AugmentationType.SPEED|NOISE
1209,00009774.wav,00009774_augmented_pch_msk.wav,4.8935,4.8935,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1210,00009774.wav,00009774_augmented_spd_pch_nse.wav,4.8935,5.4104,True,0.9045,True,False,False,AugmentationType.SPEED|PITCH|NOISE
1211,00009774.wav,00009774_augmented_spd_pch_msk.wav,4.8935,4.4664,True,1.0956,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1212,00009783.wav,00009783_augmented_spd_nse.wav,6.2587,5.9728,True,1.0479,False,True,False,AugmentationType.SPEED|NOISE
1213,00009783.wav,00009783_augmented_pch_msk.wav,6.2587,6.2587,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1214,00009783.wav,00009783_augmented_spd_pch_nse.wav,6.2587,5.85,True,1.0699,True,False,False,AugmentationType.SPEED|PITCH|NOISE
1215,00009783.wav,00009783_augmented_spd_pch_msk.wav,6.2587,6.3739,True,0.9819,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1216,00009789.wav,00009789_augmented_spd_nse.wav,11.55,12.0827,True,0.9559,False,True,False,AugmentationType.SPEED|NOISE
1217,00009789.wav,00009789_augmented_pch_msk.wav,11.55,11.55,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1218,00009789.wav,00009789_augmented_spd_pch_nse.wav,11.55,11.3111,True,1.0211,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1219,00009789.wav,00009789_augmented_spd_pch_msk.wav,11.55,11.734,True,0.9843,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1220,00009852.wav,00009852_augmented_spd_nse.wav,3.82,3.9916,True,0.957,False,False,False,AugmentationType.SPEED|NOISE
1221,00009852.wav,00009852_augmented_pch_msk.wav,3.82,3.82,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1222,00009852.wav,00009852_augmented_spd_pch_nse.wav,3.82,3.8269,True,0.9982,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1223,00009852.wav,00009852_augmented_spd_pch_msk.wav,3.82,3.9367,True,0.9703,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
1224,00009873.wav,00009873_augmented_spd_nse.wav,16.5707,15.7982,True,1.0489,False,True,False,AugmentationType.SPEED|NOISE
1225,00009873.wav,00009873_augmented_pch_msk.wav,16.5707,16.5707,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1226,00009873.wav,00009873_augmented_spd_pch_nse.wav,16.5707,15.2097,True,1.0895,True,False,False,AugmentationType.SPEED|PITCH|NOISE
1227,00009873.wav,00009873_augmented_spd_pch_msk.wav,16.5707,16.506,True,1.0039,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1228,00009874.wav,00009874_augmented_spd_nse.wav,5.15,5.1439,True,1.0012,False,True,False,AugmentationType.SPEED|NOISE
1229,00009874.wav,00009874_augmented_pch_msk.wav,5.15,5.15,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1230,00009874.wav,00009874_augmented_spd_pch_nse.wav,5.15,4.8196,True,1.0686,True,False,False,AugmentationType.SPEED|PITCH|NOISE
1231,00009874.wav,00009874_augmented_spd_pch_msk.wav,5.15,5.5997,True,0.9197,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1232,00009896.wav,00009896_augmented_spd_nse.wav,6.768,6.7241,True,1.0065,False,True,False,AugmentationType.SPEED|NOISE
1233,00009896.wav,00009896_augmented_pch_msk.wav,6.768,6.768,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1234,00009896.wav,00009896_augmented_spd_pch_nse.wav,6.768,7.2848,True,0.9291,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1235,00009896.wav,00009896_augmented_spd_pch_msk.wav,6.768,6.2257,True,1.0871,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1236,00009923.wav,00009923_augmented_spd_nse.wav,10.72,9.9656,True,1.0757,False,True,False,AugmentationType.SPEED|NOISE
1237,00009923.wav,00009923_augmented_pch_msk.wav,10.72,10.72,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1238,00009923.wav,00009923_augmented_spd_pch_nse.wav,10.72,10.4997,True,1.021,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1239,00009923.wav,00009923_augmented_spd_pch_msk.wav,10.72,11.4775,True,0.934,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1240,00009967.wav,00009967_augmented_spd_nse.wav,7.8454,7.9032,True,0.9927,False,True,False,AugmentationType.SPEED|NOISE
1241,00009967.wav,00009967_augmented_pch_msk.wav,7.8454,7.8454,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1242,00009967.wav,00009967_augmented_spd_pch_nse.wav,7.8454,7.5674,True,1.0367,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1243,00009967.wav,00009967_augmented_spd_pch_msk.wav,7.8454,7.5179,True,1.0436,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1244,00009972.wav,00009972_augmented_spd_nse.wav,17.7867,18.3412,True,0.9698,False,True,False,AugmentationType.SPEED|NOISE
1245,00009972.wav,00009972_augmented_pch_msk.wav,17.7867,17.7867,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1246,00009972.wav,00009972_augmented_spd_pch_nse.wav,17.7867,19.2373,True,0.9246,True,True,False,AugmentationType.SPEED|PITCH|NOISE
1247,00009972.wav,00009972_augmented_spd_pch_msk.wav,17.7867,19.7132,True,0.9023,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
1248,00009973.wav,00009973_augmented_spd_nse.wav,5.06,4.7534,True,1.0645,False,True,False,AugmentationType.SPEED|NOISE
