id,path,duration,text_spt,text_original,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count,sentence_checked
7022,00015925_0.wav,9.54,"ko'chada ham hisoblanadi, bunaqa ham hisoblanadi. Angliyaga borgan paytda donor kaboblar katta mana bu high-end restoranlarda iloji boricha sotishmaydi.","ko'cha ovqatiyam hisoblanadi, bunaqa ham hisoblanadi. Angliyaga borgan paytda doner kaboblar katta mana bu high end restoranlarda iloji boricha sotishmaydi.",ko'chada ham hisoblanadi bunaqa ham hisoblanadi angliyaga borgan paytda donor kaboblar katta mana bu high-end restoranlarda iloji boricha sotishmaydi,ko'cha ovqatiyam hisoblanadi bunaqa ham hisoblanadi angliyaga borgan paytda doner kaboblar katta mana bu high end restoranlarda iloji boricha sotishmaydi,0.2632,0.0604,0.9536,19,20,"ko'cha ovqati ham hisoblanadi, bunaqa ham hisoblanadi. Angliyaga borgan paytda donor kaboblar katta mana bu high-end restoranlarda iloji boricha sotishmaydi."
29160,00017649_1.wav,11.77,"U men aytdimki, bu ha mashina ochganimda isi keladi buni, seni eslatadi dedilar-da. Keyin aytdimki, o'zi bular hammasi yomon bo'lib ketibdi-ku.","U men aytdimki, bu ha, mashina ochganimda isi keladi buni. Seni eslatadi dedilarda. Keyin Javob ham tayyor. Ha, keyin men aytdimki, oxir bular hammasi yomon bo'lib ketibdi-ku.",u men aytdimki bu ha mashina ochganimda isi keladi buni seni eslatadi dedilar-da keyin aytdimki o'zi bular hammasi yomon bo'lib ketibdi-ku,u men aytdimki bu ha mashina ochganimda isi keladi buni seni eslatadi dedilarda keyin javob ham tayyor ha keyin men aytdimki oxir bular hammasi yomon bo'lib ketibdi-ku,0.381,0.2464,0.8852,21,27,"U men aytdimki, bu ha mashina ochganimda isi keladi buni, seni eslatadi deydilar-da. Javob ham tayyor. Keyin aytdimki, axir bular hammasi yomon bo'lib ketibdi-ku."
8722,00001068_0.wav,11.76,"shunaqa qilyapmiz. Endi hozir bizni ishxonada hamma biladi. Misol uchun 1541 nima desangiz, bo'ldi deydi, shuni olib chiqib beradi sizga. Bu bilan ham o'sha siz aytgandek","biz shunaqa qilyapmiz. Endi hozir bizni ishxonada hamma biladi. Misol uchun one five four one nima desangiz, bo'ldi deydi, shunday olib chiqib beradi sizga. I bu bilan ham o'sha siz aytgandek,",shunaqa qilyapmiz endi hozir bizni ishxonada hamma biladi misol uchun bir ming besh yuz qirq bir nima desangiz bo'ldi deydi shuni olib chiqib beradi sizga bu bilan ham o'sha siz aytgandek,biz shunaqa qilyapmiz endi hozir bizni ishxonada hamma biladi misol uchun one five four one nima desangiz bo'ldi deydi shunday olib chiqib beradi sizga i bu bilan ham o'sha siz aytgandek,0.2903,0.1551,0.8847,31,31,"biz shuni qilyapmiz. Endi hozir bizni ishxonada hamma biladi. Misol uchun 1541 nima desangiz, bo'ldi deydi, shundoq olib chiqib beradi sizga. Bu bilan ham o'sha siz aytgandek"
11805,00012114_0.wav,28.49,"Hamma kasblarda o'zgarishlar bo'lsa yaxshida. Yurtimizni tinchligini, arzonchilikni so'raymiz. Mamlakatimizni iloji boricha sal to'lovlarimiz arzonroq bo'lishini, keyin eng kerakligi hozir ko'p bolalilarga kvartiralarni sal kelishtirilib narxlarini arzonlashtirilishini. Menga uy-joy berishini kutaman. Uyim-joyim yo'q ekan.","Hamma kasblarda o'zgarishlar bo'lsa yaxshi-da.
Yurtimizni tinchligini, arzonchiliklarni so'raymiz-a.
Mamlakatimizni iloji boricha sal to'lovlarimizni arzonroq bo'lishini,
keyin
eng kerakligi hozir ko'p bolaliklarga kvartiralarni sal kelishtirilib, narxlarini arzonlashtirilishini.
Menga uy-joy berishini kutaman.
Uyim joyim yo'q lekin.",hamma kasblarda o'zgarishlar bo'lsa yaxshida yurtimizni tinchligini arzonchilikni so'raymiz mamlakatimizni iloji boricha sal to'lovlarimiz arzonroq bo'lishini keyin eng kerakligi hozir ko'p bolalilarga kvartiralarni sal kelishtirilib narxlarini arzonlashtirilishini menga uy-joy berishini kutaman uyim-joyim yo'q ekan,hamma kasblarda o'zgarishlar bo'lsa yaxshi-da yurtimizni tinchligini arzonchiliklarni so'raymiz-a mamlakatimizni iloji boricha sal to'lovlarimizni arzonroq bo'lishini keyin eng kerakligi hozir ko'p bolaliklarga kvartiralarni sal kelishtirilib narxlarini arzonlashtirilishini menga uy-joy berishini kutaman uyim joyim yo'q lekin,0.2353,0.0379,0.9317,34,35,"Hamma kasblarda o'zgarishlar bo'lsa yaxshi-da. Yurtimizni tinchligini, arzonchiliklarni so'raymiz. Mamlakatimiz iloji boricha sal to'lovlarimiz arzonroq bo'lishini, keyin eng kerakligi hozir ko'p bolalilarga kvartiralarni sal kelishtirilib narxlarini arzonlashtirilishini. Menga uy-joy berishini kutaman. Uyim-joyim yo'q lekin."
9480,00004136_0.wav,26.98,,(musiqa),,[musiqa],1.0,8.0,0.0,0,1,[musiqa]
1703,00013386.wav,17.968,"Bular ko'p narsa prosta olib tashlagan bu xuddi magazinda qolayotganda. Buni chiqarish kerak edi, ko'kniyani dedi, men yangi zakaz qilaman. Meshokga solingan narsalarni, bu konteyner hozir konteyneri musr olish uchun. Shunday solib chiqarib, pryamoy musrga borib to'kdik, pulni berdi.","ular koʻp narsa prosto olib tashlagan xuddi magazindan qopmay qolayotganday. Buni chiqarib tashla dedi, kuxnyani dedi, men yangi zakaz qilaman. meshok qilib olingan narsalarni konteynerga, hozir konteyner edi musor olish uchun. Shunga solib chiqarib pryamoy musorga borib toʻkdik. pulni berdi.",bular ko'p narsa prosta olib tashlagan bu xuddi magazinda qolayotganda buni chiqarish kerak edi ko'kniyani dedi men yangi zakaz qilaman meshokga solingan narsalarni bu konteyner hozir konteyneri musr olish uchun shunday solib chiqarib pryamoy musrga borib to'kdik pulni berdi,ular ko'p narsa prosto olib tashlagan xuddi magazindan qopmay qolayotganday buni chiqarib tashla dedi kuxnyani dedi men yangi zakaz qilaman meshok qilib olingan narsalarni konteynerga hozir konteyner edi musor olish uchun shunga solib chiqarib pryamoy musorga borib to'kdik pulni berdi,0.5128,0.1673,0.1893,39,40,
29915,00006481_0.wav,11.34,onlayn o'yinlar o'ynab turaman ba'zida ruslar bilan tushib qolsak srazu bizni ish anavi,"onlayn o'yinlar o'ynab turaman-da ba'zida. i ruslar bilan tushib qolsak, srazu bizlarni sh... anavi, idi shavermu gotov, palyom, u yoq-bu yoq, mana shunaqa prikollar, o'zligini prikoli. u uje",onlayn o'yinlar o'ynab turaman ba'zida ruslar bilan tushib qolsak srazu bizni ish anavi,onlayn o'yinlar o'ynab turaman-da ba'zida i ruslar bilan tushib qolsak srazu bizlarni sh anavi idi shavermu gotov palyom u yoq-bu yoq mana shunaqa prikollar o'zligini prikoli u uje,1.3846,1.0805,0.6442,13,28,"onlayn o'yinlar o'ynab turaman-da ba'zida. Va ruslar bilan tushib qolsak, srazu bizni ish anavi idi shavermu gotov, palyom, u yoq-bu yoq, mana shunaqa prikollar, o'zligini prikoli. U uje"
11799,00012120_0.wav,5.08,Будет всё идти к лучшему. Albatta yoshlar uchun menimcha ta'lim sohasi bo'lsa kerak.,"budet vsyo idti k luchshemu. Albatta yoshlar uchun, menimcha, ta'lim sohasi bo'lsa kerak.",будет всё идти к лучшему albatta yoshlar uchun menimcha ta'lim sohasi bo'lsa kerak,budet vsyo idti k luchshemu albatta yoshlar uchun menimcha ta'lim sohasi bo'lsa kerak,0.3846,0.2805,0.7425,13,13,"budet vsyo idti k luchshemu. Albatta yoshlar uchun, menimcha, ta'lim sohasi bo'lsa kerak."
8780,00001101_0.wav,14.32,"kitob ham juda ham zo'r ekan, ko'p narsa o'rgansangiz bo'lar ekan. Lekin Murodbek manaqa ekan-da, siz o'zingiz ham ko'p narsa bilar ekansiz. Lekin ba'zan o'sha kitobni o'qisangiz, o'sha bilgan narsalaringizni rostan ham takrorlay ekan-da, bo'lmasa oddiy narsalar.","Kitob ham judayam zo'r ekan, ko'p narsa o'rgansangiz bo'larkan. Lekin Murodbek bunaqa ekanda, siz o'zingiz ham ko'p narsa bilarkansiz. Lekin ba'zan o'sha kitobni o'qisangiz, o'sha bilgan narsalaringizni rostdan ham takrorlaydiganda. Bo'lmasam oddiy narsalar.",kitob ham juda ham zo'r ekan ko'p narsa o'rgansangiz bo'lar ekan lekin murodbek manaqa ekan-da siz o'zingiz ham ko'p narsa bilar ekansiz lekin ba'zan o'sha kitobni o'qisangiz o'sha bilgan narsalaringizni rostan ham takrorlay ekan-da bo'lmasa oddiy narsalar,kitob ham judayam zo'r ekan ko'p narsa o'rgansangiz bo'larkan lekin murodbek bunaqa ekanda siz o'zingiz ham ko'p narsa bilarkansiz lekin ba'zan o'sha kitobni o'qisangiz o'sha bilgan narsalaringizni rostdan ham takrorlaydiganda bo'lmasam oddiy narsalar,0.3243,0.0586,0.9073,37,33,"kitob ham juda ham zo'r ekan, ko'p narsa o'rgansangiz bo'lar ekan. Lekin Murodbek, bunaqa ekan-da, siz o'zingiz ham ko'p narsa bilar ekansiz. Lekin ba'zan o'sha kitobni o'qisangiz, o'sha bilgan narsalaringizni rostan ham takrorlar ekan-da, bo'lmasa oddiy narsalar."
19192,00015096_1.wav,10.92,,"Pretsedent, demak, bu eshitishlar davomida ikkita bir mashhur shaxs nomi ham tilga olindi. demak, Salim Abdullayev va Said Abdulaziz. Medgorodok.",,pretsedent demak bu eshitishlar davomida ikkita bir mashhur shaxs nomi ham tilga olindi demak salim abdullayev va said abdulaziz medgorodok,20.0,139.0,0.0,0,20,"Demak, bu ushlanishlar davomida ikkita bir mashhur shaxs nomi ham tilga olindi. Demak, Salim Abdullayev va Said Abdulaziz. Medgorodok."
677,00005202.wav,10.9975,O'zingizni ism-familiyangiz va lavozimingizni ayta olasizmi? Yo'q.,"O'zingizni ism familiyangiz va lavozimingizni ayta olasizmi?
Yo'q.",o'zingizni ism-familiyangiz va lavozimingizni ayta olasizmi yo'q,o'zingizni ism familiyangiz va lavozimingizni ayta olasizmi yo'q,0.2857,0.0156,0.9844,7,8,O'zingizni ism-familiyangiz va lavozimingizni ayta olasizmi? Yo'q.
28153,00005954_1.wav,5.52,Bu o'zini-o'zi boshqaradigan innovatsion chiqindini tashlash qutilari hisoblanadi.,bu o'zini o'zi boshqaradigan innovatsion chiqindi tashlash qutilari hisoblanadi.,bu o'zini-o'zi boshqaradigan innovatsion chiqindini tashlash qutilari hisoblanadi,bu o'zini o'zi boshqaradigan innovatsion chiqindi tashlash qutilari hisoblanadi,0.375,0.037,0.975,8,9,Bu o'zini-o'zi boshqaradigan innovatsion chiqindi tashlash qutilari hisoblanadi.
8310,00000826_0.wav,14.54,politicheskiy ochiqchasiga hech qachon biz anaqa qilmaymiz. Chunki bizga variant qiladigan baribir anaqalar tomonlar ko'pda. Misol uchun balans ushlash kerak baribirda.,"politicheskiy ochuvchasiga hech qachon biz anaqa qilmaymiz. Mhm. Chunki bizlarniga vliyat qiladigan baribir anaqalar, tomonlar ko'p-da. To'g'ri. Misol uchun, balans ushlash kerak, balans haqida gapirdik-ku baribir-da.",politicheskiy ochiqchasiga hech qachon biz anaqa qilmaymiz chunki bizga variant qiladigan baribir anaqalar tomonlar ko'pda misol uchun balans ushlash kerak baribirda,politicheskiy ochuvchasiga hech qachon biz anaqa qilmaymiz mhm chunki bizlarniga vliyat qiladigan baribir anaqalar tomonlar ko'p-da to'g'ri misol uchun balans ushlash kerak balans haqida gapirdik-ku baribir-da,0.4762,0.3091,0.7968,21,26,"politicheskiy ochiqchasiga hech qachon biz anaqa qilmaymiz. Hm. Chunki bizga vliyat qiladigan baribir anaqalar, tomonlar ko'p-da. To'g'ri. Misol uchun, balans ushlash kerak, balans haqida gapirdik-ku baribir-da."
20976,00018822_0.wav,18.76,"Qaysi kanallarni ko'rish tasdiqlash imkonini berilgan. Faqat uchta kanalni ko'raylik derdim. Qaysidir seriyamda ko'rdim. Sal menga yoqmadi o'sha tarafi. Mashinada ketayotganda bundoq tizzalarni ushladi, o'sha yoqmadi. Baxtovchisi deb hozir ko'rishyapti. Bizni","qaysi kanallarni ko'rish tavsiya qilish menga imkoni berilgan. Faqat uchta kanalni ko'ringlar derdim. Qaysidir seriyamda ko'rdim, sal menga yoqmadi-da o'sha tarafi. Mashinada ketayotganda bundoq pizzalarni ushladi, o'sha yoqmadi. Baxt ovchisi deb hozir ko'rishyapti. Bizni",qaysi kanallarni ko'rish tasdiqlash imkonini berilgan faqat uchta kanalni ko'raylik derdim qaysidir seriyamda ko'rdim sal menga yoqmadi o'sha tarafi mashinada ketayotganda bundoq tizzalarni ushladi o'sha yoqmadi baxtovchisi deb hozir ko'rishyapti bizni,qaysi kanallarni ko'rish tavsiya qilish menga imkoni berilgan faqat uchta kanalni ko'ringlar derdim qaysidir seriyamda ko'rdim sal menga yoqmadi-da o'sha tarafi mashinada ketayotganda bundoq pizzalarni ushladi o'sha yoqmadi baxt ovchisi deb hozir ko'rishyapti bizni,0.2903,0.0992,0.6925,31,34,"Qaysi kanallarni ko'rish tavsiya qilish imkoni berilganda. Faqat uchta kanalni ko'ringlar derdim. Qaysidir seriyamda ko'rdim. Sal menga yoqmadi o'sha tarafi. Mashinada ketayotganda bundoq tizzalarni ushladi-ku, o'sha yoqmadi. Baxtovchisi deb hozir ko'rishyapti. Bizni"
16733,00019953_2.wav,6.03,"Bu borada kontrol umuman berish anaqa miz ham yo'q va opsiyani o'zi yo'q bizda, lekin","bu borada kontrol umuman berish anaqamiz ham yo'q. option o'zi yo'q bizda, lekin",bu borada kontrol umuman berish anaqa miz ham yo'q va opsiyani o'zi yo'q bizda lekin,bu borada kontrol umuman berish anaqamiz ham yo'q option o'zi yo'q bizda lekin,0.2667,0.0952,0.9383,15,13,"Bu borada kontrol umuman berish anaqamiz ham yo'q va opsiyani o'zi yo'q bizda, lekin"
33,00000206.wav,11.973375,"bola student bola institutda o'qiyapti, qanday to'g'ri standartlar, to'g'ri o'sha standartga asoslanib o'shani qilish kerak.","bola student bola institutda oʻqiyapti, qanday toʻgʻri standartlar to yest oʻsha standartga asoslanib oʻsha narsani qilish kerak.",bola student bola institutda o'qiyapti qanday to'g'ri standartlar to'g'ri o'sha standartga asoslanib o'shani qilish kerak,bola student bola institutda o'qiyapti qanday to'g'ri standartlar to yest o'sha standartga asoslanib o'sha narsani qilish kerak,0.2667,0.0909,0.9355,15,17,
10095,00013760_0.wav,22.08,"virusni yo'qotish. Shuning uchun bu yerda nima shunaqa savol bersangiz, nima uchun 100% vaqtida 100% nimalar bemorlar kasalxonaga yotmaydi deb, hozir mumkin emas u, bo'lmaydi ham. Shuning uchun sizlar to'g'ri tushuntirishingiz kerak. Masalan, ho'p hozir biz kardiologiya kasalxonani yopsak","buyursin omad. Shuning uchun bu yerda, nima, shunaqasi savol bersangiz, nima uchun yuz vaqtida 100% nimalar, bemorlar kasalxonaga yotmaydi deydi. Hozir mumkin emas, u bo'lmaydi ham. Shuni sizlar to'g'ri tushuntiruvchilaringiz kerak. Masalan, xo'p hozir biz kardiologiya kasalxonani yopsak,",virusni yo'qotish shuning uchun bu yerda nima shunaqa savol bersangiz nima uchun yuz foiz vaqtida yuz foiz nimalar bemorlar kasalxonaga yotmaydi deb hozir mumkin emas u bo'lmaydi ham shuning uchun sizlar to'g'ri tushuntirishingiz kerak masalan ho'p hozir biz kardiologiya kasalxonani yopsak,buyursin omad shuning uchun bu yerda nima shunaqasi savol bersangiz nima uchun yuz vaqtida yuz foiz nimalar bemorlar kasalxonaga yotmaydi deydi hozir mumkin emas u bo'lmaydi ham shuni sizlar to'g'ri tushuntiruvchilaringiz kerak masalan xo'p hozir biz kardiologiya kasalxonani yopsak,0.2195,0.1379,0.1748,41,39,"virusni o'tash. Shuning uchun bu yerda nima shunaqa savol bersangiz, nima uchun 100% vaqtida 100% nimalar bemorlar kasalxonaga yotmaydi deb, hozir mumkin emas u, bo'lmaydi ham. Shuning uchun sizlar to'g'ri tushuntirishingiz kerak. Masalan, xo'p hozir biz kardiologiya kasalxonani yopsak"
868,00007067.wav,9.1466875,Shu o'yin orqasidan elchixona chiqib ketdi butun birinchi qator.,"...orqasidan elchixona chiqib ketdi, butun birinchi qator.",shu o'yin orqasidan elchixona chiqib ketdi butun birinchi qator,orqasidan elchixona chiqib ketdi butun birinchi qator,0.2222,0.1587,0.9138,9,7,
921,00007461.wav,12.592,,"amirligi, Qo'qon xonligi davrida, misol uchun boramiz, tashrif buyuramiz, gitlar bilan bo'lamizmi, boshqachalar bilan boramizmi, tarixchilar",,amirligi qo'qon xonligi davrida misol uchun boramiz tashrif buyuramiz gitlar bilan bo'lamizmi boshqachalar bilan boramizmi tarixchilar,16.0,134.0,0.0,0,16,
20496,00018503_1.wav,5.93,"Odamzod qanaqa kulturni o'zgarganlari o'shani tushuntirib bergan, juda ham menga bir","odamzod qanaqa kulturniy o'zgarganlari, o'shani tushuntirib bergan judayam menga bir",odamzod qanaqa kulturni o'zgarganlari o'shani tushuntirib bergan juda ham menga bir,odamzod qanaqa kulturniy o'zgarganlari o'shani tushuntirib bergan judayam menga bir,0.2727,0.0361,0.9759,11,10,"Odamzod qanaqa kulturniy o'zgarganlari o'shani tushuntirib bergan, juda ham menga bir"
829,00006626.wav,10.8746875,"foydali nima deydi davlatimizda O'zbekiston puliga ishlaydigan puliga ishlaydi, chunki sudyalar chet eldan keladi.","bu ham foydali, nima deydi, davlatimizda Oʻzbekistonni plyusiga ishlaydigan boʻladi, plyusiga ishlaydi. Chunki sudyalar chet eldan keladi,",foydali nima deydi davlatimizda o'zbekiston puliga ishlaydigan puliga ishlaydi chunki sudyalar chet eldan keladi,bu ham foydali nima deydi davlatimizda o'zbekistonni plyusiga ishlaydigan bo'ladi plyusiga ishlaydi chunki sudyalar chet eldan keladi,0.4286,0.2054,0.898,14,17,
31938,00019478_1.wav,15.29,Bizda bizda hozir endi baribir Lekin ha lekin ishlab chiqaruvchisi ko'p. Bizni maqsadimiz o'sha ishlab chiqaruvchilarni bu yoqqa jalb qilish. Uning uchun investitsion muhit yaxshi bo'lishi kerak bu yoqda. Bozor shunga tayyor bo'lishi kerak va hokazo. Zavod to'xtamagan hech qachon.,"bizda, bizda hozir endi baribir, lekin, ha, lekin ishlab chiqaruvchisi ko'p. Bizlarda, bizlarni maqsadimiz o'sha ishlab chiqaruvchilarni bu yoqqa jalb qilish. Uning uchun investitsion muhit yaxshi bo'lishi kerak bu yoqda. Bozor shunga tayyor bo'lishi kerak. Va hakozo. Mana bunaqa narsada, zavod to'xtamaganmish-ku, shu.",bizda bizda hozir endi baribir lekin ha lekin ishlab chiqaruvchisi ko'p bizni maqsadimiz o'sha ishlab chiqaruvchilarni bu yoqqa jalb qilish uning uchun investitsion muhit yaxshi bo'lishi kerak bu yoqda bozor shunga tayyor bo'lishi kerak va hokazo zavod to'xtamagan hech qachon,bizda bizda hozir endi baribir lekin ha lekin ishlab chiqaruvchisi ko'p bizlarda bizlarni maqsadimiz o'sha ishlab chiqaruvchilarni bu yoqqa jalb qilish uning uchun investitsion muhit yaxshi bo'lishi kerak bu yoqda bozor shunga tayyor bo'lishi kerak va hakozo mana bunaqa narsada zavod to'xtamaganmish-ku shu,0.225,0.163,0.8885,40,43,Bizda bizda hozir endi baribir Lekin ha lekin ishlab chiqaruvchisi ko'p. Bizni maqsadimiz o'sha ishlab chiqaruvchilarni bu yoqqa jalb qilish. Uning uchun investitsion muhit yaxshi bo'lishi kerak bu yoqda. Bozor shunga tayyor bo'lishi kerak va hokazo. Zavod to'xtamaganmi ish qilib?
27652,00005592_0.wav,16.38,"Qamoqqa olingan paytlarimda ishlamayotgan edim, farzandlarim bor edi. Nechta farzandingiz bor? Uchta farzandim bor, ikkita o'g'il, bitta qizim bor. Muqaddam necha marta sudlangansiz? 99-yil qamalganman 168 bilan.","qamoqqa olingan qadar men ishlamayotgan edim, endi farzandlarim bor. Hech yerda ishlamagansiz? Oilali, nechta farzandingiz bor? Uchta farzandim bor, ikkita o'g'il, bitta qizim bor. Muqaddam necha marta sudlangansiz? To'qson to'qqizinchi yil shu qamalganman, bir yuz oltmish sakkiz bilan.",qamoqqa olingan paytlarimda ishlamayotgan edim farzandlarim bor edi nechta farzandingiz bor uchta farzandim bor ikkita o'g'il bitta qizim bor muqaddam necha marta sudlangansiz to'qson to'qqizinchi yil qamalganman bir yuz oltmish sakkiz bilan,qamoqqa olingan qadar men ishlamayotgan edim endi farzandlarim bor hech yerda ishlamagansiz oilali nechta farzandingiz bor uchta farzandim bor ikkita o'g'il bitta qizim bor muqaddam necha marta sudlangansiz to'qson to'qqizinchi yil shu qamalganman bir yuz oltmish sakkiz bilan,0.25,0.1826,0.6538,32,38,"Qamoqqa olingan paytlarda men ishlamayotgan edim, farzandlarim bor. Hech qayerda ishlamagnasiz? Ha. Oilali, nechta farzandingiz bor? Uchta farzandim bor, ikkita o'g'il, bitta qizim bor. Muqaddam necha marta sudlangansiz? 99-yil qamalganman 168 bilan."
4042,00011458_2.wav,4.91,"Oni takim metodom, chto v 19-y godu, kchanga sotgan, kchanga sot","oni takim metodom, chto o'n sakkizinchi yilga qanchaga sotgan, qancha sot-",oni takim metodom chto v o'n to'qqizinchi y godu kchanga sotgan kchanga sot,oni takim metodom chto o'n sakkizinchi yilga qanchaga sotgan qancha sot-,0.5385,0.28,0.7755,13,11,"Oni takim metodom, chto 18-yilgi, qanchaga sotgan, qancha sotib olgan"
26195,00018054_1.wav,9.09,"Sotmanglar deb. Ajoyib, ajoyib. Zamiraxonni xudo xohlasa, Londonga kelganlarida taklif qilamiz, Gash takka ham. Agar sir bo'lmasa,","sotmanglar deb. Ajoyib, ajoyib. Zamira opani Xudo xohlasa, Londonga kelganlarida taklif qilamiz Gashtakka ham. Agar sir bo'lmasa,",sotmanglar deb ajoyib ajoyib zamiraxonni xudo xohlasa londonga kelganlarida taklif qilamiz gash takka ham agar sir bo'lmasa,sotmanglar deb ajoyib ajoyib zamira opani xudo xohlasa londonga kelganlarida taklif qilamiz gashtakka ham agar sir bo'lmasa,0.2353,0.0325,0.9756,17,17,"Sotmanglar deb. Ajoyib, ajoyib. Zamira opani xudo xohlasa, Londonga kelganlarida taklif qilamiz, Gashtakka ham. Agar sir bo'lmasa,"
21911,00012775_1.wav,11.75,"Anuni olib tur, menga qilib tur, anuni yordam berib tur, qilganlarida men ham yordam berib turaman. Siz sous chefsiz, to'g'rimi? Yordamchisiz. O'zingiz ham ovqat pishirasizmi? Yo'q.","Anuni olib tur, manga qilib tur, anu yordam birib tur qilganlarida, men ham yordam birib turaman. Siz su-shefsiz, to'g'rimi? Ha. Yordamchisiz. O'zingiz ham ovqat pishirasizmi? Eeee, yo'q.",anuni olib tur menga qilib tur anuni yordam berib tur qilganlarida men ham yordam berib turaman siz sous chefsiz to'g'rimi yordamchisiz o'zingiz ham ovqat pishirasizmi yo'q,anuni olib tur manga qilib tur anu yordam birib tur qilganlarida men ham yordam birib turaman siz su-shefsiz to'g'rimi ha yordamchisiz o'zingiz ham ovqat pishirasizmi eeee yo'q,0.3077,0.0988,0.9425,26,27,"Anuni olib tur, menga qilib tur, anuni yordam berib tur, qilganlarida men ham yordam berib turaman. Siz sous chefsiz, to'g'rimi? Yordamchisiz. O'zingiz ham ovqat pishirasizmi? Yo'q."
7102,00015964_0.wav,7.25,,"demak mana odatda bu competency-based interviewda, bular hammasini aytadiki, give me a time when you do did this.",,demak mana odatda bu competency-based interviewda bular hammasini aytadiki give me a time when you do did this,18.0,110.0,0.0,0,18,"demak mana odatda bu competency-based interviewda, bular hammasini aytadiki, give me a time when you do did this."
25038,00009256_1.wav,9.24,"Bir ikkita odamlarni ko'rsam taniyaptida. O'zi tanishni boshlayapti. Menga u yana ham motivatsiya bo'lyaptida. Ishlash kerak ekan, yana davom etaylik.","bir ikkita odamlarni ko'rsam taniyapti-da. Vau, qoyil. O'zi tanib boshlayapti. Menga u yana ham motivatsiya bo'lyapti-da. Ishlash kerak ekan, yana davomiylik.",bir ikkita odamlarni ko'rsam taniyaptida o'zi tanishni boshlayapti menga u yana ham motivatsiya bo'lyaptida ishlash kerak ekan yana davom etaylik,bir ikkita odamlarni ko'rsam taniyapti-da vau qoyil o'zi tanib boshlayapti menga u yana ham motivatsiya bo'lyapti-da ishlash kerak ekan yana davomiylik,0.35,0.1379,0.9257,20,21,"Bir ikkita odamlarni ko'rsam taniyapti-da. Wow, qoyil. O'zi tanishni boshlayapti. Menga u yana ham motivatsiya bo'lyapti-da. Ishlash kerak ekan, yana davomiylik."
21948,00012795_0.wav,13.79,pishirging kelayapti-da. Pishirging kelyapti. Akangiz o'rgatadilarmi sizga? Bir paytlar. Bir paytlar o'rgatganlar. Hozir uncha sir nima qilgingiz kelmaydimi? Odatda oshpazlar bir-birining sirini boshqalarga aytmaydi degan nima bor. Kamoliddinda ham shunaqami?,"-pishirgin kelyapti-da.
- Pishirgin kelyapti. Akangizlar o'rgatadilarmi sizga?
- A, bir paytlar.
- Bir paytlar o'rgatadi. Hozir uncha sir nima qilgingiz kelmaydimi? Odatda oshpazlar bir-birini sirini boshqalarga aytmaydi degan nima bor. Kamoliddinda ham shunaqami?",pishirging kelayapti-da pishirging kelyapti akangiz o'rgatadilarmi sizga bir paytlar bir paytlar o'rgatganlar hozir uncha sir nima qilgingiz kelmaydimi odatda oshpazlar bir-birining sirini boshqalarga aytmaydi degan nima bor kamoliddinda ham shunaqami,pishirgin kelyapti-da pishirgin kelyapti akangizlar o'rgatadilarmi sizga a bir paytlar bir paytlar o'rgatadi hozir uncha sir nima qilgingiz kelmaydimi odatda oshpazlar bir-birini sirini boshqalarga aytmaydi degan nima bor kamoliddinda ham shunaqami,0.2333,0.0598,0.8778,30,31,Men pishirgim kelayapti-da. Pishirgingiz kelyapti. Akangiz o'rgatadilarmi sizga? Bir paytlar. Bir paytlar o'rgatganlar. Hozir uncha sir nima qilgingiz kelmaydimi? Odatda oshpazlar bir-birining sirini boshqalarga aytmaydi degan nima bor. Kamoliddinda ham shunaqami?
25380,00009526_0.wav,12.48,"Ularga ularni eshitib, chunki uchinchisi ko'pincha kichkina bolalar nima ekan-da, aqlliroq bo'lar ekan kattalardan.","ularga, ularni eshitib, chunki u- uchinchisi, ko'pincha kichkina bollar nima ekanda, aqlliroq bo'lar ekan kattalardan.",ularga ularni eshitib chunki uchinchisi ko'pincha kichkina bolalar nima ekan-da aqlliroq bo'lar ekan kattalardan,ularga ularni eshitib chunki u- uchinchisi ko'pincha kichkina bollar nima ekanda aqlliroq bo'lar ekan kattalardan,0.2143,0.0446,0.9778,14,15,"Ularga ularni eshitib, chunki uchinchisi ko'pincha kichkina bolalar nima ekan-da, aqlliroq bo'lar ekan kattalardan."
1823,00014639.wav,11.397375,"18% edi? Eksport yo'q to'xtang, eksportga jo'natsak etagen to'lamaymizku.","18%midi? eksport yo'q to'xtang, eksportga, eksportga jo'natsak NDS to'lamaymiz-ku. Yo'q.",o'n sakkiz foiz edi eksport yo'q to'xtang eksportga jo'natsak etagen to'lamaymizku,o'n sakkiz foizmidi eksport yo'q to'xtang eksportga eksportga jo'natsak nds to'lamaymiz-ku yo'q,0.5455,0.2927,0.8475,11,12,
