path,chunk_path,duration,chunk_index
00002111.wav,00002111_0.wav,28.49,0
00002114.wav,00002114_0.wav,28.21,0
00002113.wav,00002113_0.wav,14.34,0
00002113.wav,00002113_1.wav,14.03,1
00002115.wav,00002115_0.wav,28.45,0
00002117.wav,00002117_0.wav,19.66,0
00002116.wav,00002116_0.wav,28.42,0
00002118.wav,00002118_0.wav,28.44,0
00002119.wav,00002119_0.wav,27.8,0
00002120.wav,00002120_0.wav,28.47,0
00002121.wav,00002121_0.wav,28.46,0
00002125.wav,00002125_0.wav,26.83,0
00002122.wav,00002122_0.wav,27.0,0
00002123.wav,00002123_0.wav,6.37,0
00002123.wav,00002123_1.wav,21.99,1
00002127.wav,00002127_0.wav,15.02,0
00002127.wav,00002127_1.wav,10.07,1
00002126.wav,00002126_0.wav,10.37,0
00002126.wav,00002126_1.wav,18.09,1
00002128.wav,00002128_0.wav,19.6,0
00002128.wav,00002128_1.wav,8.83,1
00002129.wav,00002129_0.wav,13.69,0
00002129.wav,00002129_1.wav,11.6,1
00002134.wav,00002134_0.wav,26.93,0
00002132.wav,00002132_0.wav,10.46,0
00002132.wav,00002132_1.wav,18.0,1
00002135.wav,00002135_0.wav,14.48,0
00002135.wav,00002135_1.wav,13.94,1
00002133.wav,00002133_0.wav,27.64,0
00002136.wav,00002136_0.wav,5.65,0
00002136.wav,00002136_1.wav,13.0,1
00002136.wav,00002136_2.wav,9.74,2
00002138.wav,00002138_0.wav,10.35,0
00002138.wav,00002138_1.wav,16.49,1
00002137.wav,00002137_0.wav,14.67,0
00002137.wav,00002137_1.wav,6.74,1
00002139.wav,00002139_0.wav,14.71,0
00002139.wav,00002139_1.wav,8.29,1
00002143.wav,00002143_0.wav,12.74,0
00002143.wav,00002143_1.wav,5.54,1
00002142.wav,00002142_0.wav,13.81,0
00002142.wav,00002142_1.wav,9.63,1
00002140.wav,00002140_0.wav,9.17,0
00002140.wav,00002140_1.wav,11.57,1
00002140.wav,00002140_2.wav,4.75,2
00002144.wav,00002144_0.wav,10.33,0
00002144.wav,00002144_1.wav,15.59,1
00002146.wav,00002146_0.wav,7.19,0
00002146.wav,00002146_1.wav,20.38,1
00002145.wav,00002145_0.wav,9.24,0
00002145.wav,00002145_1.wav,14.23,1
00002147.wav,00002147_0.wav,28.14,0
00002148.wav,00002148_0.wav,6.38,0
00002148.wav,00002148_1.wav,10.14,1
00002148.wav,00002148_2.wav,9.99,2
00002151.wav,00002151_0.wav,19.74,0
00002151.wav,00002151_1.wav,7.99,1
00002154.wav,00002154_0.wav,9.8,0
00002154.wav,00002154_1.wav,13.7,1
00002153.wav,00002153_0.wav,21.51,0
00002150.wav,00002150_0.wav,28.43,0
00002152.wav,00002152_0.wav,14.68,0
00002152.wav,00002152_1.wav,12.12,1
00002155.wav,00002155_0.wav,13.92,0
00002155.wav,00002155_1.wav,10.18,1
00002157.wav,00002157_0.wav,14.45,0
00002157.wav,00002157_1.wav,10.28,1
00002156.wav,00002156_0.wav,13.45,0
00002156.wav,00002156_1.wav,10.23,1
00002158.wav,00002158_0.wav,8.15,0
00002158.wav,00002158_1.wav,16.9,1
00002159.wav,00002159_0.wav,8.67,0
00002159.wav,00002159_1.wav,13.62,1
00002160.wav,00002160_0.wav,14.85,0
00002160.wav,00002160_1.wav,11.7,1
00002161.wav,00002161_0.wav,9.11,0
00002161.wav,00002161_1.wav,16.12,1
00002162.wav,00002162_0.wav,6.2,0
00002162.wav,00002162_1.wav,14.09,1
00002162.wav,00002162_2.wav,5.62,2
00002164.wav,00002164_0.wav,15.23,0
00002164.wav,00002164_1.wav,11.84,1
00002163.wav,00002163_0.wav,11.57,0
00002163.wav,00002163_1.wav,12.89,1
00002165.wav,00002165_0.wav,12.62,0
00002165.wav,00002165_1.wav,8.6,1
00002166.wav,00002166_0.wav,17.4,0
00002166.wav,00002166_1.wav,10.61,1
00002167.wav,00002167_0.wav,11.86,0
00002167.wav,00002167_1.wav,14.42,1
00002168.wav,00002168_0.wav,13.05,0
00002168.wav,00002168_1.wav,10.96,1
00002169.wav,00002169_0.wav,13.48,0
00002169.wav,00002169_1.wav,8.1,1
00002170.wav,00002170_0.wav,13.94,0
00002170.wav,00002170_1.wav,4.26,1
00002172.wav,00002172_0.wav,14.15,0
00002172.wav,00002172_1.wav,7.27,1
00002175.wav,00002175_0.wav,15.01,0
00002175.wav,00002175_1.wav,5.0,1
00002171.wav,00002171_0.wav,13.62,0
00002171.wav,00002171_1.wav,12.21,1
00002173.wav,00002173_0.wav,11.82,0
00002173.wav,00002173_1.wav,12.1,1
00002174.wav,00002174_0.wav,11.91,0
00002174.wav,00002174_1.wav,8.69,1
00002177.wav,00002177_0.wav,18.48,0
00002176.wav,00002176_0.wav,19.33,0
00002176.wav,00002176_1.wav,9.14,1
00002178.wav,00002178_0.wav,28.44,0
00002184.wav,00002184_0.wav,22.51,0
00002180.wav,00002180_0.wav,28.31,0
00002181.wav,00002181_0.wav,28.49,0
00002185.wav,00002185_0.wav,28.49,0
00002182.wav,00002182_0.wav,28.49,0
00002188.wav,00002188_0.wav,22.3,0
00002186.wav,00002186_0.wav,28.32,0
00002189.wav,00002189_0.wav,9.6,0
00002189.wav,00002189_1.wav,16.81,1
00002190.wav,00002190_0.wav,23.18,0
00002192.wav,00002192_0.wav,28.42,0
00002191.wav,00002191_0.wav,21.29,0
00002191.wav,00002191_1.wav,7.13,1
00002196.wav,00002196_0.wav,4.61,0
00002196.wav,00002196_1.wav,23.58,1
00002194.wav,00002194_0.wav,8.62,0
00002194.wav,00002194_1.wav,15.54,1
00002193.wav,00002193_0.wav,28.35,0
00002200.wav,00002200_0.wav,28.46,0
00002201.wav,00002201_0.wav,28.47,0
00002198.wav,00002198_0.wav,28.48,0
00002202.wav,00002202_0.wav,22.48,0
00002204.wav,00002204_0.wav,18.33,0
00002205.wav,00002205_0.wav,15.1,0
00002203.wav,00002203_0.wav,28.36,0
00002206.wav,00002206_0.wav,15.14,0
00002206.wav,00002206_1.wav,9.64,1
00002210.wav,00002210_0.wav,22.88,0
00002207.wav,00002207_0.wav,13.36,0
00002207.wav,00002207_1.wav,10.76,1
00002209.wav,00002209_0.wav,6.28,0
00002209.wav,00002209_1.wav,13.41,1
00002209.wav,00002209_2.wav,8.62,2
00002212.wav,00002212_0.wav,28.05,0
00002211.wav,00002211_0.wav,28.49,0
00002208.wav,00002208_0.wav,28.47,0
00002213.wav,00002213_0.wav,21.2,0
00002215.wav,00002215_0.wav,26.57,0
00002217.wav,00002217_0.wav,17.36,0
00002216.wav,00002216_0.wav,28.41,0
00002220.wav,00002220_0.wav,28.48,0
00002222.wav,00002222_0.wav,28.16,0
00002223.wav,00002223_0.wav,16.95,0
00002218.wav,00002218_0.wav,10.35,0
00002218.wav,00002218_1.wav,5.22,1
00002218.wav,00002218_2.wav,11.01,2
00002221.wav,00002221_0.wav,26.56,0
00002225.wav,00002225_0.wav,13.65,0
00002225.wav,00002225_1.wav,12.12,1
00002226.wav,00002226_0.wav,28.5,0
00002224.wav,00002224_0.wav,7.48,0
00002224.wav,00002224_1.wav,20.62,1
00002227.wav,00002227_0.wav,19.97,0
00002227.wav,00002227_1.wav,6.11,1
00002228.wav,00002228_0.wav,18.92,0
00002228.wav,00002228_1.wav,9.52,1
00002230.wav,00002230_0.wav,10.67,0
00002230.wav,00002230_1.wav,12.69,1
00002229.wav,00002229_0.wav,28.5,0
00002231.wav,00002231_0.wav,28.46,0
00002233.wav,00002233_0.wav,28.43,0
00002234.wav,00002234_0.wav,16.01,0
00002234.wav,00002234_1.wav,6.86,1
00002235.wav,00002235_0.wav,22.53,0
00002236.wav,00002236_0.wav,28.47,0
00002237.wav,00002237_0.wav,28.46,0
00002240.wav,00002240_0.wav,10.4,0
00002240.wav,00002240_1.wav,8.31,1
00002243.wav,00002243_0.wav,13.71,0
00002243.wav,00002243_1.wav,7.04,1
00002244.wav,00002244_0.wav,4.69,0
00002244.wav,00002244_1.wav,23.69,1
00002245.wav,00002245_0.wav,28.44,0
00002242.wav,00002242_0.wav,28.43,0
00002246.wav,00002246_0.wav,27.46,0
00002248.wav,00002248_0.wav,21.57,0
00002247.wav,00002247_0.wav,25.3,0
00002250.wav,00002250_0.wav,28.48,0
00002251.wav,00002251_0.wav,28.24,0
00002253.wav,00002253_0.wav,24.24,0
00002256.wav,00002256_0.wav,17.86,0
00002255.wav,00002255_0.wav,28.29,0
00002254.wav,00002254_0.wav,28.49,0
00002258.wav,00002258_0.wav,28.47,0
00002259.wav,00002259_0.wav,27.61,0
00002263.wav,00002263_0.wav,12.66,0
00002261.wav,00002261_0.wav,24.18,0
00002260.wav,00002260_0.wav,28.48,0
00002262.wav,00002262_0.wav,25.46,0
00002265.wav,00002265_0.wav,28.11,0
00002266.wav,00002266_0.wav,28.49,0
00002268.wav,00002268_0.wav,28.46,0
00002272.wav,00002272_0.wav,22.91,0
00002270.wav,00002270_0.wav,28.47,0
00002271.wav,00002271_0.wav,28.47,0
00002269.wav,00002269_0.wav,28.44,0
00002273.wav,00002273_0.wav,28.26,0
00002274.wav,00002274_0.wav,28.47,0
00002278.wav,00002278_0.wav,18.21,0
00002276.wav,00002276_0.wav,28.47,0
00002277.wav,00002277_0.wav,25.54,0
00002275.wav,00002275_0.wav,28.46,0
00002279.wav,00002279_0.wav,28.47,0
00002281.wav,00002281_0.wav,16.52,0
00002281.wav,00002281_1.wav,9.1,1
00002280.wav,00002280_0.wav,5.45,0
00002280.wav,00002280_1.wav,22.92,1
00002285.wav,00002285_0.wav,4.66,0
00002285.wav,00002285_1.wav,12.48,1
00002285.wav,00002285_2.wav,6.97,2
00002283.wav,00002283_0.wav,28.47,0
00002287.wav,00002287_0.wav,15.02,0
00002284.wav,00002284_0.wav,28.39,0
00002288.wav,00002288_0.wav,19.93,0
00002286.wav,00002286_0.wav,6.37,0
00002286.wav,00002286_1.wav,21.98,1
00002289.wav,00002289_0.wav,21.96,0
00002290.wav,00002290_0.wav,28.5,0
00002291.wav,00002291_0.wav,28.48,0
00002293.wav,00002293_0.wav,28.48,0
00002292.wav,00002292_0.wav,28.49,0
00002299.wav,00002299_0.wav,25.48,0
00002298.wav,00002298_0.wav,15.29,0
00002298.wav,00002298_1.wav,12.04,1
00002295.wav,00002295_0.wav,28.49,0
00002297.wav,00002297_0.wav,28.43,0
00002301.wav,00002301_0.wav,28.49,0
00002302.wav,00002302_0.wav,28.47,0
00002303.wav,00002303_0.wav,28.43,0
00002304.wav,00002304_0.wav,28.46,0
00002306.wav,00002306_0.wav,28.48,0
00002305.wav,00002305_0.wav,28.49,0
00002308.wav,00002308_0.wav,28.48,0
00002307.wav,00002307_0.wav,28.46,0
00002310.wav,00002310_0.wav,28.1,0
00002309.wav,00002309_0.wav,28.49,0
00002311.wav,00002311_0.wav,28.5,0
00002313.wav,00002313_0.wav,28.5,0
00002312.wav,00002312_0.wav,28.45,0
00002314.wav,00002314_0.wav,28.5,0
00002315.wav,00002315_0.wav,28.45,0
00002317.wav,00002317_0.wav,28.47,0
00002316.wav,00002316_0.wav,28.48,0
00002318.wav,00002318_0.wav,28.47,0
00002320.wav,00002320_0.wav,28.5,0
00002322.wav,00002322_0.wav,28.45,0
00002319.wav,00002319_0.wav,28.48,0
00002321.wav,00002321_0.wav,28.42,0
00002323.wav,00002323_0.wav,28.48,0
00002326.wav,00002326_0.wav,28.45,0
00002328.wav,00002328_0.wav,18.69,0
00002325.wav,00002325_0.wav,28.49,0
00002327.wav,00002327_0.wav,28.25,0
00002329.wav,00002329_0.wav,28.48,0
00002333.wav,00002333_0.wav,20.5,0
00002334.wav,00002334_0.wav,28.44,0
00002332.wav,00002332_0.wav,28.45,0
00002335.wav,00002335_0.wav,28.5,0
00002336.wav,00002336_0.wav,28.43,0
00002338.wav,00002338_0.wav,28.49,0
00002340.wav,00002340_0.wav,22.02,0
00002339.wav,00002339_0.wav,28.45,0
00002345.wav,00002345_0.wav,27.33,0
00002346.wav,00002346_0.wav,22.43,0
00002344.wav,00002344_0.wav,26.16,0
00002347.wav,00002347_0.wav,28.48,0
00002348.wav,00002348_0.wav,28.42,0
00002349.wav,00002349_0.wav,28.45,0
00002350.wav,00002350_0.wav,27.86,0
00002353.wav,00002353_0.wav,20.16,0
00002351.wav,00002351_0.wav,28.23,0
00002355.wav,00002355_0.wav,28.46,0
00002352.wav,00002352_0.wav,28.45,0
00002357.wav,00002357_0.wav,28.49,0
00002356.wav,00002356_0.wav,28.1,0
00002359.wav,00002359_0.wav,14.37,0
00002359.wav,00002359_1.wav,6.69,1
00002358.wav,00002358_0.wav,19.38,0
00002358.wav,00002358_1.wav,9.08,1
00002361.wav,00002361_0.wav,13.11,0
00002361.wav,00002361_1.wav,14.89,1
00002363.wav,00002363_0.wav,28.4,0
00002360.wav,00002360_0.wav,28.25,0
00002365.wav,00002365_0.wav,28.33,0
00002364.wav,00002364_0.wav,26.2,0
00002367.wav,00002367_0.wav,5.87,0
00002367.wav,00002367_1.wav,22.59,1
00002366.wav,00002366_0.wav,27.97,0
00002369.wav,00002369_0.wav,28.03,0
00002370.wav,00002370_0.wav,28.24,0
00002368.wav,00002368_0.wav,28.35,0
00002375.wav,00002375_0.wav,18.55,0
00002373.wav,00002373_0.wav,28.41,0
00002371.wav,00002371_0.wav,28.24,0
00002376.wav,00002376_0.wav,21.88,0
00002374.wav,00002374_0.wav,28.47,0
00002378.wav,00002378_0.wav,21.28,0
00002381.wav,00002381_0.wav,19.55,0
00002377.wav,00002377_0.wav,28.45,0
00002382.wav,00002382_0.wav,28.42,0
00002380.wav,00002380_0.wav,4.56,0
00002380.wav,00002380_1.wav,12.96,1
00002380.wav,00002380_2.wav,10.42,2
00002385.wav,00002385_0.wav,7.63,0
00002385.wav,00002385_1.wav,14.82,1
00002385.wav,00002385_2.wav,4.42,2
00002384.wav,00002384_0.wav,6.94,0
00002384.wav,00002384_1.wav,14.29,1
00002384.wav,00002384_2.wav,5.46,2
00002386.wav,00002386_0.wav,14.55,0
00002386.wav,00002386_1.wav,6.6,1
00002387.wav,00002387_0.wav,6.4,0
00002387.wav,00002387_1.wav,16.24,1
00002390.wav,00002390_0.wav,13.41,0
00002390.wav,00002390_1.wav,10.51,1
00002393.wav,00002393_0.wav,13.87,0
00002393.wav,00002393_1.wav,8.03,1
00002395.wav,00002395_0.wav,14.46,0
00002395.wav,00002395_1.wav,12.33,1
00002391.wav,00002391_0.wav,13.11,0
00002391.wav,00002391_1.wav,12.91,1
00002396.wav,00002396_0.wav,28.39,0
00002397.wav,00002397_0.wav,14.66,0
00002397.wav,00002397_1.wav,7.89,1
00002399.wav,00002399_0.wav,12.07,0
00002399.wav,00002399_1.wav,12.59,1
00002401.wav,00002401_0.wav,20.39,0
00002398.wav,00002398_0.wav,28.49,0
00002400.wav,00002400_0.wav,21.82,0
00002400.wav,00002400_1.wav,4.33,1
00002402.wav,00002402_0.wav,14.02,0
00002402.wav,00002402_1.wav,7.87,1
00002404.wav,00002404_0.wav,18.87,0
00002404.wav,00002404_1.wav,5.87,1
00002403.wav,00002403_0.wav,28.49,0
00002405.wav,00002405_0.wav,20.3,0
00002407.wav,00002407_0.wav,13.79,0
00002407.wav,00002407_1.wav,11.25,1
00002406.wav,00002406_0.wav,14.9,0
00002406.wav,00002406_1.wav,8.21,1
00002408.wav,00002408_0.wav,9.79,0
00002408.wav,00002408_1.wav,12.2,1
00002409.wav,00002409_0.wav,10.83,0
00002409.wav,00002409_1.wav,15.69,1
00002410.wav,00002410_0.wav,14.29,0
00002410.wav,00002410_1.wav,9.58,1
00002412.wav,00002412_0.wav,28.46,0
00002414.wav,00002414_0.wav,21.04,0
00002411.wav,00002411_0.wav,28.49,0
00002413.wav,00002413_0.wav,11.29,0
00002413.wav,00002413_1.wav,10.88,1
00002416.wav,00002416_0.wav,27.79,0
00002420.wav,00002420_0.wav,18.93,0
00002417.wav,00002417_0.wav,28.47,0
00002422.wav,00002422_0.wav,28.46,0
00002423.wav,00002423_0.wav,28.21,0
00002418.wav,00002418_0.wav,28.33,0
00002419.wav,00002419_0.wav,28.29,0
00002424.wav,00002424_0.wav,28.49,0
00002425.wav,00002425_0.wav,28.44,0
00002427.wav,00002427_0.wav,28.42,0
00002429.wav,00002429_0.wav,18.2,0
00002429.wav,00002429_1.wav,9.3,1
00002433.wav,00002433_0.wav,21.94,0
00002432.wav,00002432_0.wav,28.46,0
00002431.wav,00002431_0.wav,28.5,0
00002430.wav,00002430_0.wav,28.36,0
00002435.wav,00002435_0.wav,28.43,0
00002436.wav,00002436_0.wav,28.44,0
00002438.wav,00002438_0.wav,28.44,0
00002443.wav,00002443_0.wav,18.19,0
00002439.wav,00002439_0.wav,28.45,0
00002440.wav,00002440_0.wav,28.2,0
00002441.wav,00002441_0.wav,28.49,0
00002442.wav,00002442_0.wav,28.4,0
00002445.wav,00002445_0.wav,22.18,0
00002444.wav,00002444_0.wav,25.16,0
00002446.wav,00002446_0.wav,28.36,0
00014687.wav,00014687_0.wav,22.45,0
00002448.wav,00002448_0.wav,28.49,0
00002447.wav,00002447_0.wav,28.49,0
00014686.wav,00014686_0.wav,25.9,0
00014689.wav,00014689_0.wav,28.49,0
00014690.wav,00014690_0.wav,5.48,0
00014690.wav,00014690_1.wav,18.91,1
00014691.wav,00014691_0.wav,28.46,0
00014692.wav,00014692_0.wav,28.48,0
00014695.wav,00014695_0.wav,28.47,0
00014693.wav,00014693_0.wav,26.49,0
00014698.wav,00014698_0.wav,27.76,0
00014694.wav,00014694_0.wav,28.17,0
00014699.wav,00014699_0.wav,22.79,0
00014703.wav,00014703_0.wav,28.5,0
00014701.wav,00014701_0.wav,28.47,0
00014704.wav,00014704_0.wav,28.5,0
00014706.wav,00014706_0.wav,28.16,0
00014710.wav,00014710_0.wav,16.45,0
00014710.wav,00014710_1.wav,11.81,1
00014709.wav,00014709_0.wav,28.36,0
00014705.wav,00014705_0.wav,28.36,0
00014707.wav,00014707_0.wav,28.45,0
00014712.wav,00014712_0.wav,28.47,0
00014711.wav,00014711_0.wav,28.49,0
00014714.wav,00014714_0.wav,28.38,0
00014713.wav,00014713_0.wav,28.45,0
00014718.wav,00014718_0.wav,28.2,0
00014715.wav,00014715_0.wav,28.5,0
00014719.wav,00014719_0.wav,28.49,0
00014717.wav,00014717_0.wav,28.46,0
00014721.wav,00014721_0.wav,23.14,0
00014720.wav,00014720_0.wav,22.12,0
00014722.wav,00014722_0.wav,28.3,0
00014723.wav,00014723_0.wav,28.48,0
00014726.wav,00014726_0.wav,28.39,0
00014724.wav,00014724_0.wav,28.45,0
00014728.wav,00014728_0.wav,27.17,0
00014729.wav,00014729_0.wav,16.62,0
00014725.wav,00014725_0.wav,28.49,0
00014727.wav,00014727_0.wav,28.43,0
00014730.wav,00014730_0.wav,18.7,0
00014730.wav,00014730_1.wav,4.93,1
00014734.wav,00014734_0.wav,13.08,0
00014734.wav,00014734_1.wav,10.03,1
00014732.wav,00014732_0.wav,13.28,0
00014732.wav,00014732_1.wav,14.3,1
00014731.wav,00014731_0.wav,5.54,0
00014731.wav,00014731_1.wav,20.65,1
00014736.wav,00014736_0.wav,14.78,0
00014736.wav,00014736_1.wav,11.96,1
00014740.wav,00014740_0.wav,10.54,0
00014740.wav,00014740_1.wav,7.12,1
00014737.wav,00014737_0.wav,6.07,0
00014737.wav,00014737_1.wav,14.89,1
00014738.wav,00014738_0.wav,20.72,0
00014739.wav,00014739_0.wav,10.7,0
00014739.wav,00014739_1.wav,17.12,1
00014742.wav,00014742_0.wav,20.1,0
00014746.wav,00014746_0.wav,20.75,0
00014741.wav,00014741_0.wav,18.85,0
00014741.wav,00014741_1.wav,4.42,1
00014743.wav,00014743_0.wav,19.69,0
00014743.wav,00014743_1.wav,8.68,1
00014748.wav,00014748_0.wav,25.49,0
00014745.wav,00014745_0.wav,4.84,0
00014745.wav,00014745_1.wav,23.41,1
00014749.wav,00014749_0.wav,4.41,0
00014749.wav,00014749_1.wav,13.67,1
00014749.wav,00014749_2.wav,9.42,2
00014747.wav,00014747_0.wav,28.49,0
00014750.wav,00014750_0.wav,28.49,0
00014752.wav,00014752_0.wav,20.28,0
00014751.wav,00014751_0.wav,25.4,0
00014753.wav,00014753_0.wav,24.52,0
00014760.wav,00014760_0.wav,12.21,0
00014760.wav,00014760_1.wav,5.41,1
00014758.wav,00014758_0.wav,10.65,0
00014758.wav,00014758_1.wav,14.07,1
00014754.wav,00014754_0.wav,10.7,0
00014754.wav,00014754_1.wav,17.67,1
00014755.wav,00014755_0.wav,18.19,0
00014755.wav,00014755_1.wav,9.25,1
00014762.wav,00014762_0.wav,14.27,0
00014762.wav,00014762_1.wav,9.42,1
00014757.wav,00014757_0.wav,28.43,0
00014759.wav,00014759_0.wav,27.91,0
00014763.wav,00014763_0.wav,26.11,0
00014764.wav,00014764_0.wav,20.86,0
00014765.wav,00014765_0.wav,12.56,0
00014765.wav,00014765_1.wav,7.58,1
00014765.wav,00014765_2.wav,7.45,2
00014766.wav,00014766_0.wav,22.03,0
00014766.wav,00014766_1.wav,6.14,1
00014767.wav,00014767_0.wav,25.22,0
00014772.wav,00014772_0.wav,6.98,0
00014772.wav,00014772_1.wav,13.13,1
00014770.wav,00014770_0.wav,20.93,0
00014769.wav,00014769_0.wav,23.7,0
00014769.wav,00014769_1.wav,4.23,1
00014768.wav,00014768_0.wav,28.48,0
00014771.wav,00014771_0.wav,26.29,0
00014773.wav,00014773_0.wav,19.33,0
00014775.wav,00014775_0.wav,26.37,0
00014777.wav,00014777_0.wav,17.36,0
00014774.wav,00014774_0.wav,28.07,0
00014776.wav,00014776_0.wav,28.34,0
00014778.wav,00014778_0.wav,28.45,0
00014781.wav,00014781_0.wav,8.9,0
00014781.wav,00014781_1.wav,9.35,1
00014781.wav,00014781_2.wav,5.89,2
00014779.wav,00014779_0.wav,23.97,0
00014780.wav,00014780_0.wav,28.49,0
00014786.wav,00014786_0.wav,13.93,0
00014786.wav,00014786_1.wav,14.44,1
00014787.wav,00014787_0.wav,28.47,0
00014789.wav,00014789_0.wav,28.47,0
00014788.wav,00014788_0.wav,6.45,0
00014788.wav,00014788_1.wav,9.96,1
00014788.wav,00014788_2.wav,5.11,2
00014783.wav,00014783_0.wav,28.44,0
00014782.wav,00014782_0.wav,6.97,0
00014782.wav,00014782_1.wav,21.38,1
00014791.wav,00014791_0.wav,10.42,0
00014791.wav,00014791_1.wav,16.47,1
00014790.wav,00014790_0.wav,14.11,0
00014790.wav,00014790_1.wav,10.0,1
00014792.wav,00014792_0.wav,4.24,0
00014792.wav,00014792_1.wav,22.03,1
00014793.wav,00014793_0.wav,27.21,0
00014794.wav,00014794_0.wav,27.5,0
00014795.wav,00014795_0.wav,25.79,0
00014796.wav,00014796_0.wav,7.09,0
00014796.wav,00014796_1.wav,16.47,1
00014801.wav,00014801_0.wav,15.63,0
00014801.wav,00014801_1.wav,6.11,1
00014799.wav,00014799_0.wav,21.86,0
00014798.wav,00014798_0.wav,21.01,0
00014798.wav,00014798_1.wav,5.21,1
00014803.wav,00014803_0.wav,13.65,0
00014803.wav,00014803_1.wav,5.76,1
00014802.wav,00014802_0.wav,28.45,0
00014805.wav,00014805_0.wav,8.3,0
00014805.wav,00014805_1.wav,20.14,1
00014808.wav,00014808_0.wav,8.2,0
00014808.wav,00014808_1.wav,14.42,1
00014804.wav,00014804_0.wav,9.36,0
00014804.wav,00014804_1.wav,6.62,1
00014804.wav,00014804_2.wav,9.23,2
00014812.wav,00014812_0.wav,11.29,0
00014812.wav,00014812_1.wav,11.07,1
00014807.wav,00014807_0.wav,28.46,0
00014811.wav,00014811_0.wav,28.37,0
00014813.wav,00014813_0.wav,9.91,0
00014813.wav,00014813_1.wav,11.54,1
00014814.wav,00014814_0.wav,19.49,0
00014819.wav,00014819_0.wav,15.81,0
00014816.wav,00014816_0.wav,28.49,0
00014815.wav,00014815_0.wav,24.76,0
00014818.wav,00014818_0.wav,25.66,0
00014817.wav,00014817_0.wav,28.48,0
00014822.wav,00014822_0.wav,12.69,0
00014822.wav,00014822_1.wav,10.37,1
00014821.wav,00014821_0.wav,28.32,0
00014824.wav,00014824_0.wav,28.48,0
00014825.wav,00014825_0.wav,9.78,0
00014825.wav,00014825_1.wav,16.86,1
00014828.wav,00014828_0.wav,26.94,0
00014827.wav,00014827_0.wav,23.94,0
00014826.wav,00014826_0.wav,28.21,0
00014829.wav,00014829_0.wav,19.43,0
00014829.wav,00014829_1.wav,5.0,1
00014833.wav,00014833_0.wav,20.36,0
00014830.wav,00014830_0.wav,7.91,0
00014830.wav,00014830_1.wav,20.4,1
00014832.wav,00014832_0.wav,28.49,0
00014831.wav,00014831_0.wav,27.33,0
00014834.wav,00014834_0.wav,28.49,0
00014837.wav,00014837_0.wav,28.48,0
00014835.wav,00014835_0.wav,28.48,0
00014836.wav,00014836_0.wav,28.48,0
00014838.wav,00014838_0.wav,28.49,0
00014840.wav,00014840_0.wav,28.44,0
00014839.wav,00014839_0.wav,28.5,0
00014841.wav,00014841_0.wav,28.48,0
00014842.wav,00014842_0.wav,28.49,0
00014843.wav,00014843_0.wav,28.48,0
00014844.wav,00014844_0.wav,28.47,0
00014846.wav,00014846_0.wav,28.45,0
00014847.wav,00014847_0.wav,21.95,0
00014845.wav,00014845_0.wav,28.49,0
00014850.wav,00014850_0.wav,18.72,0
00014849.wav,00014849_0.wav,27.73,0
00014851.wav,00014851_0.wav,26.28,0
00014848.wav,00014848_0.wav,28.45,0
00014853.wav,00014853_0.wav,25.51,0
00014854.wav,00014854_0.wav,28.49,0
00014855.wav,00014855_0.wav,28.42,0
00014859.wav,00014859_0.wav,26.62,0
00014856.wav,00014856_0.wav,28.49,0
00014858.wav,00014858_0.wav,28.43,0
00014861.wav,00014861_0.wav,28.48,0
00014863.wav,00014863_0.wav,28.45,0
00014862.wav,00014862_0.wav,28.45,0
00014864.wav,00014864_0.wav,28.46,0
00014867.wav,00014867_0.wav,28.45,0
00014868.wav,00014868_0.wav,28.48,0
00014865.wav,00014865_0.wav,28.42,0
00014866.wav,00014866_0.wav,28.48,0
00014870.wav,00014870_0.wav,26.66,0
00014872.wav,00014872_0.wav,28.29,0
00014871.wav,00014871_0.wav,14.54,0
00014871.wav,00014871_1.wav,13.93,1
00014873.wav,00014873_0.wav,28.48,0
00014875.wav,00014875_0.wav,28.42,0
00014876.wav,00014876_0.wav,28.45,0
00014874.wav,00014874_0.wav,28.43,0
00014877.wav,00014877_0.wav,17.01,0
00014877.wav,00014877_1.wav,11.16,1
00014878.wav,00014878_0.wav,28.48,0
00014879.wav,00014879_0.wav,28.4,0
00014880.wav,00014880_0.wav,28.4,0
00014881.wav,00014881_0.wav,16.68,0
00014881.wav,00014881_1.wav,11.77,1
00014882.wav,00014882_0.wav,12.87,0
00014882.wav,00014882_1.wav,14.85,1
00014883.wav,00014883_0.wav,13.14,0
00014883.wav,00014883_1.wav,11.95,1
00014884.wav,00014884_0.wav,11.14,0
00014884.wav,00014884_1.wav,12.71,1
00014885.wav,00014885_0.wav,8.92,0
00014885.wav,00014885_1.wav,19.39,1
00014887.wav,00014887_0.wav,12.26,0
00014887.wav,00014887_1.wav,15.2,1
00014886.wav,00014886_0.wav,28.5,0
00014888.wav,00014888_0.wav,28.29,0
00014891.wav,00014891_0.wav,7.53,0
00014891.wav,00014891_1.wav,10.17,1
00014891.wav,00014891_2.wav,10.2,2
00014889.wav,00014889_0.wav,9.61,0
00014889.wav,00014889_1.wav,16.86,1
00014890.wav,00014890_0.wav,9.45,0
00014890.wav,00014890_1.wav,18.56,1
00014893.wav,00014893_0.wav,28.49,0
00014892.wav,00014892_0.wav,28.5,0
00014894.wav,00014894_0.wav,28.49,0
00014895.wav,00014895_0.wav,28.49,0
