id,path,text_spt,text_original,ref_normalized,hyp_normalized,wer,sequence_similarity,duration,sentence_checked
2256,00017802.wav,"o'sha payti zo'ravonlik, bular hammasini men ko'ziga ko'rsataman, men hali kuchli odam bo'laman. Shu tomonlama men, ya'ni bankka kirib, bank sohasida biznesni o'rganib, o'zimni bir bizneslarim bo'lishini, ya'ni o'zim boshliq bo'lishni xohlaganman.","o'sha payti zo'ravonlik, bular hammasini men ko'ziga ko'rsataman, men hali kuchli odam bo'laman. Shunday. Shu tomonlama men ya'ni bankga kirib, bank sohasida biznesni o'rganib, o'zimni bir bizneslarim bo'lishini, ya'ni o'zim boshliq bo'lishni xohlaganman.",o'sha payti zo'ravonlik bular hammasini men ko'ziga ko'rsataman men hali kuchli odam bo'laman shu tomonlama men ya'ni bankka kirib bank sohasida biznesni o'rganib o'zimni bir bizneslarim bo'lishini ya'ni o'zim boshliq bo'lishni xohlaganman,o'sha payti zo'ravonlik bular hammasini men ko'ziga ko'rsataman men hali kuchli odam bo'laman shunday shu tomonlama men ya'ni bankga kirib bank sohasida biznesni o'rganib o'zimni bir bizneslarim bo'lishini ya'ni o'zim boshliq bo'lishni xohlaganman,0.0625,0.9794,19.461375,"o'sha payti zo'ravonlik, bular hammasini men ko'ziga ko'rsataman, men hali kuchli odam bo'laman. Shunday. Shu tomonlama men, ya'ni bankka kirib, bank sohasida biznesni o'rganib, o'zimni bir bizneslarim bo'lishini, ya'ni o'zim boshliq bo'lishni xohlaganman."
939,00007587.wav,"bitta jiguli olsalar ham, bitta volga olsalar ham proverka keladigan paytlar bo'lardi. Undan keyin mustaqillikdan keyin 93 gacha hamma o'zini qidirib, hamma 94-95 gacha qidirib yurganida dadamiz ham har xil bir kichkina-kichkina korxonachalar boshlab ko'rganlar.","bitta jiguli olsalar ham, bitta volga olsalar ham proverka keladigan paytlar bo'lardi. Undan keyin mustaqillikdan keyin 93 gacha hamma o'zini qidirib, hamma 94-95 gacha qidirib yurganda, dadamiz ham har xil bir kichkina-kichkina korxonachalar boshlab ko'rganlar.",bitta jiguli olsalar ham bitta volga olsalar ham proverka keladigan paytlar bo'lardi undan keyin mustaqillikdan keyin to'qson uch gacha hamma o'zini qidirib hamma to'qson to'rt to'qson besh gacha qidirib yurganida dadamiz ham har xil bir kichkina-kichkina korxonachalar boshlab ko'rganlar,bitta jiguli olsalar ham bitta volga olsalar ham proverka keladigan paytlar bo'lardi undan keyin mustaqillikdan keyin to'qson uch gacha hamma o'zini qidirib hamma to'qson to'rt to'qson besh gacha qidirib yurganda dadamiz ham har xil bir kichkina-kichkina korxonachalar boshlab ko'rganlar,0.0256,0.9983,19.76,"bitta jiguli olsalar ham, bitta volga olsalar ham proverka keladigan paytlar bo'lardi. Undan keyin mustaqillikdan keyin 93 gacha hamma o'zini qidirib, hamma 94-95 gacha qidirib yurganida dadamiz ham har xil bir kichkina-kichkina korxonachalar boshlab ko'rganlar."
1977,00015688.wav,"Aptitude deyapti, bu seni biliming, gekliging emas deyapti. Shijoat. Aptitude bu o'sha bilim nimasida, to'g'rimi? It's not your aptitude, but it's your attitude. Attitude degani seni shijoating, seni mana shu narsaga qarashing, munosabating.","aptitude deyapti. Bu seni biliming, geekliging emas deyapti. Shijoat. Ha, ha. Aptitude bu o'sha bilim nimasi-da, to'g'rimi? It's not your aptitude but it's your attitude. Attitude degani seni shijoating, seni mana shu narsaga qarashing, munosabating.",aptitude deyapti bu seni biliming gekliging emas deyapti shijoat aptitude bu o'sha bilim nimasida to'g'rimi it's not your aptitude but it's your attitude attitude degani seni shijoating seni mana shu narsaga qarashing munosabating,aptitude deyapti bu seni biliming geekliging emas deyapti shijoat ha ha aptitude bu o'sha bilim nimasi-da to'g'rimi it's not your aptitude but it's your attitude attitude degani seni shijoating seni mana shu narsaga qarashing munosabating,0.1212,0.9829,18.213375,"aptitude deyapti. Bu seni biliming, geekliging emas deyapti. Shijoat. Ha, ha. Aptitude bu o'sha bilim nimasi-da, to'g'rimi? It's not your aptitude but it's your attitude. Attitude degani seni shijoating, seni mana shu narsaga qarashing, munosabating."
2246,00017737.wav,Meni orzularim doim chet elga chiqish edi. Ya'ni bu orzu bilasizmi qachon boshlandi? Men mana shu maktabda o'qib yurganimda ko'p zo'ravonlikka uchraganman.,Meni orzularim doim chet elga chiqish edi. Ya'ni bu orzu bilasizmi qachon boshlandi? Men mana shu maktabga o'qib yurganimda ko'p zo'ravonlikka uchraganman.,meni orzularim doim chet elga chiqish edi ya'ni bu orzu bilasizmi qachon boshlandi men mana shu maktabda o'qib yurganimda ko'p zo'ravonlikka uchraganman,meni orzularim doim chet elga chiqish edi ya'ni bu orzu bilasizmi qachon boshlandi men mana shu maktabga o'qib yurganimda ko'p zo'ravonlikka uchraganman,0.0455,0.9934,16.197375,Meni orzularim doim chet elga chiqish edi. Ya'ni bu orzu bilasizmi qachon boshlandi? Men mana shu maktabda o'qib yurganimda ko'p zo'ravonlikka uchraganman.
337,00002428.wav,"MChS xodimlari topishdi betonni orasidan. Shu bitta oila nobud bo'lib ketdi, aka. Mana shu gaz chiqayotgani to'g'risida ma'lumotlar bor edi. Bu narsaga biz aytganmiz, deyapsiz. Mutasaddi idoralar tomonidan qanaqa bir munosabat bildirilgan? Bu narsa o'rganilganmidi?",MCHS xodimlari topishdi betonni orasidan. Shu bitta oila nobud boʻlib ketdi aka. Mana shu gaz chiqayotgani toʻgʻrisida maʼlumotlar bor edi. Bu narsaga biz aytganmiz deyapsiz. Mutasaddilar tomonidan qanaqa bir munosabat bildirilgan? Bu narsa oʻrganilganmidi?,mchs xodimlari topishdi betonni orasidan shu bitta oila nobud bo'lib ketdi aka mana shu gaz chiqayotgani to'g'risida ma'lumotlar bor edi bu narsaga biz aytganmiz deyapsiz mutasaddi idoralar tomonidan qanaqa bir munosabat bildirilgan bu narsa o'rganilganmidi,mchs xodimlari topishdi betonni orasidan shu bitta oila nobud bo'lib ketdi aka mana shu gaz chiqayotgani to'g'risida ma'lumotlar bor edi bu narsaga biz aytganmiz deyapsiz mutasaddilar tomonidan qanaqa bir munosabat bildirilgan bu narsa o'rganilganmidi,0.0571,0.9882,17.765375,"MChS xodimlari topishdi betonni orasidan. Shu bitta oila nobud bo'lib ketdi, aka. Mana shu gaz chiqayotgani to'g'risida ma'lumotlar bor edi. Bu narsaga biz aytganmiz, deyapsiz. Mutasaddilar tomonidan qanaqa bir munosabat bildirilgan? Bu narsa o'rganilganmidi?"
1348,00010541.wav,"Bu ham yetmagandek, 2022-yilning dekabr oyida apellyatsiya instansiyasi sudi sud qarorini o'zgartirishsiz qoldirdi. Ana endi ushbu ishni ko'rgan muhtaram sudyalarning vijdoni, insofi oldida ilojimiz.","Bu ham yetmagandek 2022-yilning dekabr oyida apelyatsiya instansiyasi sudi sud qarorini oʻzgartirishsiz qoldirdi. Ana endi ushbu ishni koʻrgan muhtaram sudyalarning vijdoni, insofi oldida ilojimiz.",bu ham yetmagandek ikki ming yigirma ikkinchi yilning dekabr oyida apellyatsiya instansiyasi sudi sud qarorini o'zgartirishsiz qoldirdi ana endi ushbu ishni ko'rgan muhtaram sudyalarning vijdoni insofi oldida ilojimiz,bu ham yetmagandek ikki ming yigirma ikkinchi yilning dekabr oyida apelyatsiya instansiyasi sudi sud qarorini o'zgartirishsiz qoldirdi ana endi ushbu ishni ko'rgan muhtaram sudyalarning vijdoni insofi oldida ilojimiz,0.0357,0.9977,17.8826875,"Bu ham yetmagandek, 2022-yilning dekabr oyida apellyatsiya instansiyasi sudi sud qarorini o'zgartirishsiz qoldirdi. Ana endi ushbu ishni ko'rgan muhtaram sudyalarning vijdoni, insofi oldida til ojiz. Sukut"
1370,00010761.wav,O'z tarixida atrof muhit ifloslanishi bilan bog'liq kasalliklar bo'yicha to'rtta jiddiy inqirozni boshdan o'tkazgan Yaponiya qanday qilib bugungi darajasiga erishdi? 1955-yilda Yaponiyaning Miya prefekturasida sobiq harbiy yoqilg'i ombori o'rnida neft kimyo majmuasi qurish boshlandi.,Oʻz tarixida atrof muhit ifloslanishi bilan bogʻliq kasalliklar boʻyicha toʻrtta jiddiy inqirozni boshdan oʻtkazgan Yaponiya qanday qilib bugungi darajasiga erishdi? 1955-yilda Yaponiyaning Mie prefekturasida sobiq harbiy yoqilgʻi ombori oʻrnida neft kimyo majmuasi qurilish boshlandi.,o'z tarixida atrof muhit ifloslanishi bilan bog'liq kasalliklar bo'yicha to'rtta jiddiy inqirozni boshdan o'tkazgan yaponiya qanday qilib bugungi darajasiga erishdi bir ming to'qqiz yuz ellik beshinchi yilda yaponiyaning miya prefekturasida sobiq harbiy yoqilg'i ombori o'rnida neft kimyo majmuasi qurish boshlandi,o'z tarixida atrof muhit ifloslanishi bilan bog'liq kasalliklar bo'yicha to'rtta jiddiy inqirozni boshdan o'tkazgan yaponiya qanday qilib bugungi darajasiga erishdi bir ming to'qqiz yuz ellik beshinchi yilda yaponiyaning mie prefekturasida sobiq harbiy yoqilg'i ombori o'rnida neft kimyo majmuasi qurilish boshlandi,0.05,0.9539,19.984,O'z tarixida atrof muhit ifloslanishi bilan bog'liq kasalliklar bo'yicha to'rtta jiddiy inqirozni boshdan o'tkazgan Yaponiya qanday qilib bugungi darajasiga erishdi? 1955-yilda Yaponiyaning Miye prefekturasida sobiq harbiy yoqilg'i ombori o'rnida neft kimyo majmuasi qurilishi boshlandi.
1251,00009927.wav,"lekin endi nima xohlasa natijasini hozir chiqqanda bilamiz. O'g'lim o'sha Jahon tillari institutiga topshiryapti, koreys tili fakultetiga.","... keldik. Endi Xudo xohlasa natijasini hozir chiqqanda bilamiz. Oʻgʻlim, oʻsha Jahon tillari institutiga topshiryapti. Karis tili fakultetiga.",lekin endi nima xohlasa natijasini hozir chiqqanda bilamiz o'g'lim o'sha jahon tillari institutiga topshiryapti koreys tili fakultetiga,keldik endi xudo xohlasa natijasini hozir chiqqanda bilamiz o'g'lim o'sha jahon tillari institutiga topshiryapti karis tili fakultetiga,0.1765,0.9259,13.701375,"keldik. Endi Xudo xohlasa natijasini hozir chiqqanda bilamiz. Oʻgʻlim, oʻsha Jahon tillari institutiga topshiryapti. koreys tili fakultetiga."
1965,00015579.wav,lekin ishga kirishda u aksida endi o'sha xamir turishingiz bo'lsa bo'ldi uni ko'pirtirib uni chiroyli qilib haligi intervyu berayotganga savollarga javob berib shu bilan birgalikda albatta o'sha o'zingizni nimalaringizni ko'rsatishingiz kerak shuning uchun,"masin degan. lekin ishga kirishda u aksida endi. oʻsha xamir turushingiz boʻlsa boʻldi, uni koʻpirtirib, uni chiroyli qilib, haligi intervyu berayotganga savollarga javob berib va shu bilan birgalikda albatta oʻsha oʻzingizni nimalaringizni koʻrsatishingiz kerak. shuning uchun",lekin ishga kirishda u aksida endi o'sha xamir turishingiz bo'lsa bo'ldi uni ko'pirtirib uni chiroyli qilib haligi intervyu berayotganga savollarga javob berib shu bilan birgalikda albatta o'sha o'zingizni nimalaringizni ko'rsatishingiz kerak shuning uchun,masin degan lekin ishga kirishda u aksida endi o'sha xamir turushingiz bo'lsa bo'ldi uni ko'pirtirib uni chiroyli qilib haligi intervyu berayotganga savollarga javob berib va shu bilan birgalikda albatta o'sha o'zingizni nimalaringizni ko'rsatishingiz kerak shuning uchun,0.1212,0.9677,18.3306875,"degan. Lekin ishga kirishda u aksida endi. oʻsha xamirturushingiz boʻlsa boʻldi, uni koʻpirtirib, uni chiroyli qilib, haligi intervyu berayotganga savollarga javob berib va shu bilan birgalikda albatta oʻsha oʻzingizni nimalaringizni koʻrsatishingiz kerak. shuning uchun"
1521,00011810.wav,Hozirda ushbu yolg'on ma'lumotlarni ijtimoiy tarmoqlarga tarqatgan shaxslarni aniqlash hamda ularga nisbatan qonuniy tartibda choralar ko'rish maqsadida Urgut tumani ichki ishlar boshqarmasi tomonidan tergov qadar tekshiruv harakatlari olib borilmoqda.,hozirda ushbu yolgʻon maʼlumotlarni ijtimoiy tarmoqlarga tarqatgan shaxslarni aniqlash hamda ularga nisbatan qonuniy tartibda choralar koʻrish maqsadida Urgut tumani ichki ishlar boshqarmasi tomonidan tergovga qadar tekshiruv harakatlari olib borilmoqda.,hozirda ushbu yolg'on ma'lumotlarni ijtimoiy tarmoqlarga tarqatgan shaxslarni aniqlash hamda ularga nisbatan qonuniy tartibda choralar ko'rish maqsadida urgut tumani ichki ishlar boshqarmasi tomonidan tergov qadar tekshiruv harakatlari olib borilmoqda,hozirda ushbu yolg'on ma'lumotlarni ijtimoiy tarmoqlarga tarqatgan shaxslarni aniqlash hamda ularga nisbatan qonuniy tartibda choralar ko'rish maqsadida urgut tumani ichki ishlar boshqarmasi tomonidan tergovga qadar tekshiruv harakatlari olib borilmoqda,0.0345,0.996,17.2640625,Hozirda ushbu yolg'on ma'lumotlarni ijtimoiy tarmoqlarga tarqatgan shaxslarni aniqlash hamda ularga nisbatan qonuniy tartibda choralar ko'rish maqsadida Urgut tumani ichki ishlar boshqarmasi tomonidan tergov qadar tekshiruv harakatlari olib borilmoqda.
912,00007389.wav,"Toshkentdagi, O'zbekistondagi bir qancha mutasaddi tashkilotlar, Vatandoshlar jamoat fondi bu yerda","bu yerda Toshkentdagi, O'zbekistondagi bir qancha mutasaddi tashkilotlar, vatandoshlar jamoat fondi, bu yerda...",toshkentdagi o'zbekistondagi bir qancha mutasaddi tashkilotlar vatandoshlar jamoat fondi bu yerda,bu yerda toshkentdagi o'zbekistondagi bir qancha mutasaddi tashkilotlar vatandoshlar jamoat fondi bu yerda,0.1818,0.9557,9.029375,"bu yerda Toshkentdagi, O'zbekistondagi bir qancha mutasaddi tashkilotlar, vatandoshlar jamoat fondi, bu yerda..."
2194,00017366.wav,Omikronning biz bilgan koronavirus yoki o'tgan yil tarqalgan koronavirusning boshqa shtammlaridan qanday farqi bor?,Omikronning biz bilgan koronavirus yoki o'tgan yil tarqalgan koronavirusning boshqa shtamlardan qanday farqi bor?,omikronning biz bilgan koronavirus yoki o'tgan yil tarqalgan koronavirusning boshqa shtammlaridan qanday farqi bor,omikronning biz bilgan koronavirus yoki o'tgan yil tarqalgan koronavirusning boshqa shtamlardan qanday farqi bor,0.0714,0.9912,9.605375,Omikronning biz bilgan koronavirus yoki o'tgan yil tarqalgan koronavirusning boshqa shtammlaridan qanday farqi bor?
2356,00018527.wav,"Hozir o'sha chat GPT yozsangiz, o'sha maksimalniy sizga kerak narsa tayyor narsa chiqadi-da. Endi u yerda hozir endi prompting degan narsa bor. Siz bergan tekstingizga qarab","hozir o'sha ChatGPTga yozsangiz, o'sha maksimalniy sizga kerakli narsa tayyor o'sha tayyor narsa chiqadi-da. Endi u yerda hozir endi prompting degan narsa bor. Siz bergan tekstingizga qarab",hozir o'sha chat gpt yozsangiz o'sha maksimalniy sizga kerak narsa tayyor narsa chiqadi-da endi u yerda hozir endi prompting degan narsa bor siz bergan tekstingizga qarab,hozir o'sha chatgptga yozsangiz o'sha maksimalniy sizga kerakli narsa tayyor o'sha tayyor narsa chiqadi-da endi u yerda hozir endi prompting degan narsa bor siz bergan tekstingizga qarab,0.1923,0.9494,15.408,"Hozir o'sha chat GPTga yozsangiz, o'sha maksimalniy sizga kerak narsalar tayyor narsa chiqadi-da. Endi u yerda hozir endi prompting degan narsa bor. Siz bergan tekstingizga qarab"
62,00000362.wav,Faqat o'zimni kareram to'g'risida yoki oilam to'g'risida aytib berishim mumkin. Men bilasizmi nimani o'ylab kelayotgandim?,...faqat oʻzimni karyeram toʻgʻrisida yoki oilam toʻgʻrisida aytib berishim mumkin. Men bilasizmi nimani oʻylab kelayotgan edim?,faqat o'zimni kareram to'g'risida yoki oilam to'g'risida aytib berishim mumkin men bilasizmi nimani o'ylab kelayotgandim,faqat o'zimni karyeram to'g'risida yoki oilam to'g'risida aytib berishim mumkin men bilasizmi nimani o'ylab kelayotgan edim,0.2,0.9877,9.296,faqat oʻzimni karyeram toʻgʻrisida yoki oilam toʻgʻrisida aytib berishim mumkin. Men bilasizmi nimani oʻylab kelayotgan edim?
70,00000394.wav,zotlarda ko'rishguncha xayr. Katta rahmat Farhod aka. Qanday bo'ldi? Juda ham zo'r bo'ldi lekin. Tez bo'lib ketdi. Bir yarim soat.,epizodlarda koʻrishguncha xayr. Katta rahmat. Farhod aka. Qalay boʻldi? Juda ham zoʻr boʻldi lekin. Tez oʻtib ketdi. Normalniy. Bir yarim soat.,zotlarda ko'rishguncha xayr katta rahmat farhod aka qanday bo'ldi juda ham zo'r bo'ldi lekin tez bo'lib ketdi bir yarim soat,epizodlarda ko'rishguncha xayr katta rahmat farhod aka qalay bo'ldi juda ham zo'r bo'ldi lekin tez o'tib ketdi normalniy bir yarim soat,0.2,0.9189,11.44,epizodlarda koʻrishguncha xayr. Katta rahmat. Farhod aka. Qalay boʻldi? Juda ham zoʻr boʻldi lekin. Tez oʻtib ketdi. Normalniy. Bir yarim soat.
94,00000548.wav,"U kishi aytganki, ChatGPT ni hozir hech narsa qila, ya'ni uni kontrol qila olmaymiz degan.","u kishi aytganki, Chat GPTni hozir hech narsa qila ol-, ya'ni uni kontrol qila olmaymiz degan.",u kishi aytganki chatgpt ni hozir hech narsa qila ya'ni uni kontrol qila olmaymiz degan,u kishi aytganki chat gptni hozir hech narsa qila ol- ya'ni uni kontrol qila olmaymiz degan,0.2,0.9663,8.8266875,"U kishi aytganki, ChatGPTni hozir hech narsa qila, ya'ni uni kontrol qila olmaymiz degan."
99,00000579.wav,"Chunki aytib o'tganimizdek, biz ko'ryapmizki, restoranlar ochilganda hammasi yopilgan. Sen ham shundan bo'lsang, qanday bo'ladi? To yopilib yoki bankrot bo'lib ketsang degani bu agentlar ko'proq shu narsaga e'tibor beradiki, restoranlar","chunki aytib o'tganimizdek, biz ko'ryapmizki, restoranlar ochilganda hammasi yopilgan. Sen ham shundan bo'lsang, qanday bo'ladi? To yest, shuncha vaqt ketib, keyin yopilib yoki bankrot bo'lib ketsang degan... Bu agentlar ko'proq shu narsaga e'tibor beradiki, restoranlar...",chunki aytib o'tganimizdek biz ko'ryapmizki restoranlar ochilganda hammasi yopilgan sen ham shundan bo'lsang qanday bo'ladi to yopilib yoki bankrot bo'lib ketsang degani bu agentlar ko'proq shu narsaga e'tibor beradiki restoranlar,chunki aytib o'tganimizdek biz ko'ryapmizki restoranlar ochilganda hammasi yopilgan sen ham shundan bo'lsang qanday bo'ladi to yest shuncha vaqt ketib keyin yopilib yoki bankrot bo'lib ketsang degan bu agentlar ko'proq shu narsaga e'tibor beradiki restoranlar,0.2,0.5276,18.26,"chunki aytib o'tganimizdek, biz ko'ryapmizki, restoranlar ochilganda hammasi yopilgan. Sen ham shundan bo'lsang, qanday bo'ladi? Shuncha vaqt ketib, keyin yopilib yoki bankrot bo'lib ketsang degan... Bu agentlar ko'proq shu narsaga e'tibor beradiki, restoranlar..."
107,00000704.wav,"Kattakon rahmat. Sizga bir katta rahmat vaqt ajratib, siz ishlarga bormasdan bizni podkastimiz mehmonimiz bo'lganingizga. Ishlaringizga, niyatlaringizga omad. Ilohim, bundan keyin ham katta-katta yutuqlaringizni ko'rib.","kattakon rahmat. Muzaffar aka, katta rahmat. Vaqt ajratib, suzishlarga bormasdan, bizlarni podkastimiz mehmonimiz bo'lganingizga. ishlaringizga, niyatlaringizga omad. Ilohim, bundan keyin ham katta-katta yutuqlaringizni ko'rib,",kattakon rahmat sizga bir katta rahmat vaqt ajratib siz ishlarga bormasdan bizni podkastimiz mehmonimiz bo'lganingizga ishlaringizga niyatlaringizga omad ilohim bundan keyin ham katta-katta yutuqlaringizni ko'rib,kattakon rahmat muzaffar aka katta rahmat vaqt ajratib suzishlarga bormasdan bizlarni podkastimiz mehmonimiz bo'lganingizga ishlaringizga niyatlaringizga omad ilohim bundan keyin ham katta-katta yutuqlaringizni ko'rib,0.2,0.8298,17.413375,"kattakon rahmat. Muzaffar aka, katta rahmat. Vaqt ajratib, suzishlarga bormasdan, bizni podkastimiz mehmonimiz bo'lganingizga. Ishlaringizga, niyatlaringizga omad. Ilohim, bundan keyin ham katta-katta yutuqlaringizni ko'rib,"
146,00001003.wav,"O'zbekistonga qaytganimizdan keyin Firuza degan tanishimiz bor edi u qiz Angliyaga borib ko'rmoqchimisan dedi. Men aytdim Angliyani bilmayman-ku, men daje",e... O'zbekistonga qaytayotganimizdan keyin Feruza degan tanishimiz bor edi. U qiz Angliyaga borib ko'rmoqchimisan? dedi. Men aytdim: Angliyani bilmayman men daje...,o'zbekistonga qaytganimizdan keyin firuza degan tanishimiz bor edi u qiz angliyaga borib ko'rmoqchimisan dedi men aytdim angliyani bilmayman-ku men daje,e o'zbekistonga qaytayotganimizdan keyin feruza degan tanishimiz bor edi u qiz angliyaga borib ko'rmoqchimisan dedi men aytdim angliyani bilmayman men daje,0.2,0.9642,11.813375,O'zbekistonga qaytayotganimizdan keyin Feruza degan tanishimiz bor edi. U qiz Angliyaga borib ko'rmoqchimisan? dedi. Men aytdim: Angliyani bilmayman men daje...
291,00002109.wav,mumkinligi to'g'risida yurtdoshlarimizga yetkazib yubormoqchiman.,mumkinligi to'g'risida yurtdoshlarimizga yetkazib qo'ymoqchiman.,mumkinligi to'g'risida yurtdoshlarimizga yetkazib yubormoqchiman,mumkinligi to'g'risida yurtdoshlarimizga yetkazib qo'ymoqchiman,0.2,0.9449,11.6241875,mumkinligi to'g'risida yurtdoshlarimizga aytib qo'ymoqchiman.
405,00002998.wav,"ga qaramay, mashinadan tushishni talab qilib, ular buyruqni bajarayotganini aytishdi.","imizga qaramay, mashinadan tushishni talab qilib, ular buyruqni bajariyotganini aytishdi.",ga qaramay mashinadan tushishni talab qilib ular buyruqni bajarayotganini aytishdi,imizga qaramay mashinadan tushishni talab qilib ular buyruqni bajariyotganini aytishdi,0.2,0.9643,8.5386875,"ga qaramay, mashinadan tushishni talab qilib, ular buyruqni bajarayotganini aytishdi."
486,00003713.wav,"5-yil studenti bo'lganda, 5-kursda, 5-kursda oftalmologiyaga kirganda mana shu xuddi shu aytganday",beshinchi yil studenti boʻlganda Beshinchi kursda. beshinchi kursda oftalmologiyaga kirganda mana shu siz xuddi siz aytgandek,beshinchi yil studenti bo'lganda beshinchi kursda beshinchi kursda oftalmologiyaga kirganda mana shu xuddi shu aytganday,beshinchi yil studenti bo'lganda beshinchi kursda beshinchi kursda oftalmologiyaga kirganda mana shu siz xuddi siz aytgandek,0.2,0.9508,9.648,beshinchi yil studenti boʻlganda Beshinchi kursda. beshinchi kursda oftalmologiyaga kirganda mana shu siz xuddi shu aytgandek
496,00003760.wav,"ichkarilikda turish, ya'ni kvartiralarda turish va ko'chaga chiqmaslik, ko'chada o'ynamaslikdan chiqib kelayotgan emish. Tabiatga chiqmaslikdan.","ichkarilikda turish. ya'ni kvartiralarda turish. va ko'chaga chiqmaslik, ko'chada o'ynamaslikdan chiqib chiqib kelayotgan emish. Tabiatga chiqmaslikdan. Ha ha.",ichkarilikda turish ya'ni kvartiralarda turish va ko'chaga chiqmaslik ko'chada o'ynamaslikdan chiqib kelayotgan emish tabiatga chiqmaslikdan,ichkarilikda turish ya'ni kvartiralarda turish va ko'chaga chiqmaslik ko'chada o'ynamaslikdan chiqib chiqib kelayotgan emish tabiatga chiqmaslikdan ha ha,0.2,0.9556,14.533375,"ijarachilikda turish, ya'ni kvartiralarda turish va ko'chaga chiqmaslik, ko'chada o'ynamaslikdan chiqib kelayotgan emish. Tabiatga chiqmaslikdan. Ha ha"
512,00003868.wav,"xohlasa ertaga mastava qilib beraman. Qatrasi shirin chiqyapti, oshlari zo'r bo'ldi. Ataylab chaqirib keldi oshpazni.",xohlasa ertaga mastava qilib beraman. Qatiq rasa shirin chiqyapti-a? OShlari zo'r bo'ldi. Ataylab chaqirib keldi oshpazni.,xohlasa ertaga mastava qilib beraman qatrasi shirin chiqyapti oshlari zo'r bo'ldi ataylab chaqirib keldi oshpazni,xohlasa ertaga mastava qilib beraman qatiq rasa shirin chiqyapti-a oshlari zo'r bo'ldi ataylab chaqirib keldi oshpazni,0.2,0.9697,11.6000625,"Xudo xohlasa ertaga mastava qilib beraman. Qatrasi shirin chiqyapti, oshlari zo'r bo'ldi. Ataylab chaqirib keldi oshpazni."
564,00004270.wav,"Shunday dunyoga keltirib, oq yuvib, oq tarab, o'qitib, tarbiyalab, vatanparvar, fidoyi qilib tarbiyalagan enam, otam ko'rsa edi dedim-da, yig'lab yubordim. U quvonch ko'z yoshlari edida.","shunday dunyoga keltirib, oq yuvib, oq tarab, oʻqitib, tarbiyalab, vatanparvar, fidoiy qilib tarbiyalagan ena otam koʻrsaydi dedim-da, yigʻlab yubordim. U quvonch koʻz yoshlari edi-da.",shunday dunyoga keltirib oq yuvib oq tarab o'qitib tarbiyalab vatanparvar fidoyi qilib tarbiyalagan enam otam ko'rsa edi dedim-da yig'lab yubordim u quvonch ko'z yoshlari edida,shunday dunyoga keltirib oq yuvib oq tarab o'qitib tarbiyalab vatanparvar fidoiy qilib tarbiyalagan ena otam ko'rsaydi dedim-da yig'lab yubordim u quvonch ko'z yoshlari edi-da,0.2,0.9801,17.0933125,"Shunday dunyoga keltirib, oq yuvib, oq tarab, o'qitib, tarbiyalab, vatanparvar, fidoyi qilib tarbiyalagan endi, otam ko'rsa edi dedim-da, yig'lab yubordim. U quvonch ko'z yoshlari edi-da."
574,00004336.wav,123 600 000 pul va 20 477 500 so'm pul Ibragimov Azamatjon Usmonovdan olingan.,123 million 600 ming pul va... pul va 20 million 477 ming 500 soʻm pul. Ibrogimov Izzat Ahmadjonovichdan olingan...,bir yuz yigirma uch million olti yuz ming pul va yigirma million to'rt yuz yetmish yetti ming besh yuz so'm pul ibragimov azamatjon usmonovdan olingan,bir yuz yigirma uch million olti yuz ming pul va pul va yigirma million to'rt yuz yetmish yetti ming besh yuz so'm pul ibrogimov izzat ahmadjonovichdan olingan,0.2,0.9126,14.0746875,123 600 000 pul va 20 477 500 so'm pul Ibragimov Izzat Ahmadjonovichdan olingan
601,00004543.wav,"sodir qilayotganda kelib-ketish vositasi sifatida o'sha mashinadan foydalandi, lekin u mashina qo'shnisi, aytaylik bir toshmatakaniki. Endilikda toshmatakaning mashinasi musodara etilmaydi.","sodir qilayotganda kelib-ketish vositasi sifatida oʻsha mashinadan foydalandi. Lekin u mashina qoʻshnisi, aytaylik bir Toshmat akaniki. Endilikda Toshmat akaning mashinasi musodara etilmaydi.",sodir qilayotganda kelib-ketish vositasi sifatida o'sha mashinadan foydalandi lekin u mashina qo'shnisi aytaylik bir toshmatakaniki endilikda toshmatakaning mashinasi musodara etilmaydi,sodir qilayotganda kelib-ketish vositasi sifatida o'sha mashinadan foydalandi lekin u mashina qo'shnisi aytaylik bir toshmat akaniki endilikda toshmat akaning mashinasi musodara etilmaydi,0.2,0.9946,12.6240625,"sodir qilayotganda kelib-ketish vositasi sifatida o'sha mashinadan foydalandi, lekin u mashina qo'shnisi, aytaylik bir Toshmat akaniki. Endilikda Toshmat akaning mashinasi musodara etilmaydi."
698,00005341.wav,miz hosillarimiz har bitta ko'chatdan,kanmiz. Hosillarimiz har bitta koʻchatdan,miz hosillarimiz har bitta ko'chatdan,kanmiz hosillarimiz har bitta ko'chatdan,0.2,0.961,6.1386875,ekanmiz. Hosillarimiz har bitta koʻchatdan
