id,client_id,path,sentence_id,up_votes,down_votes,age,gender,type,duration,word_count,speaker_trust_score,sentence,predicted_sentence,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count,path_wav,sentence_checked
2051,d39283dde289e110ed1aced2889a40df8d1c4c115f2ba5421505cc885632129c462a500f08c0d6c88ea70dfde64bb568cc296080cdd3e384b1c5a74fd0c65a41,common_voice_uz_32040910.mp3,413fd6bca7f89b46f1b9091435b0858e1c9d6320753617bf7c0cdcf734ba7e07,0,0,twenties,female_feminine,other,6.588,8,0.4902,"Ot o'ynasa chavandozni maqtaydilar, qilich o'ynasa ― qo'lni.","Ot o'ynasa chavandozni maqtaydilar, qilich o'ynasa qo'lni.",ot o'ynasa chavandozni maqtaydilar qilich o'ynasa ― qo'lni,ot o'ynasa chavandozni maqtaydilar qilich o'ynasa qo'lni,0.125,0.0345,0.9825,8,7,common_voice_uz_32040910.wav,"Ot o'ynasa chavandozni maqtaydilar, qilich o'ynasa ― qo'lni."
2553,2b2c577981d1b3bb7a0d3dec9f92e212e177e6817f586d7a8a70ec825f9e9fa4e6caab3949e33cd2055a24afbc899aa565b57cebee42c9c3653e13bb9f564083,common_voice_uz_32387907.mp3,5e058a4a8b3ac11d138f45e28c4cfef2ea0c85954a92121bda779e1d8aa6fa41,0,0,,,other,7.28,6,0.5,"So'raganlarga, hali-hozir izlanyapman, deb bahona qilarmish.",so'raganlarga hali hozir izlanyapman deb bahona qilarmish,so'raganlarga hali-hozir izlanyapman deb bahona qilarmish,so'raganlarga hali hozir izlanyapman deb bahona qilarmish,0.3333,0.0175,0.9825,6,7,common_voice_uz_32387907.wav,"So'raganlarga, hali-hozir izlanyapman, deb bahona qilarmish."
3366,40587e05da33f60cfdb282a5f0ef6573131a172e335ce5e832948f8bcede5b8d9dc1cb71ee98e53b57a04c98f7b77cdeece345ef4761ee969a53f3b4b674eabc,common_voice_uz_36894749.mp3,8cfaeb66f8b418d8521e84e538a5c3cc32e650a8cf0545b90efd0554e83ef470,0,0,,,other,5.66,8,0.5,"Keyin panaga o'tib, dehqon qanday yo'l tutishini kuzatamiz.","Keyin paraga o'tib, dehqon qanday yo'l tutishini kuzatamiz.",keyin panaga o'tib dehqon qanday yo'l tutishini kuzatamiz,keyin paraga o'tib dehqon qanday yo'l tutishini kuzatamiz,0.125,0.0175,0.9825,8,8,common_voice_uz_36894749.wav,"Keyin panaga o'tib, dehqon qanday yo'l tutishini kuzatamiz."
1976,7093369d458dcb0c32825345c7d30a09bf11b14eb14db8f4f6ab9eed5aeb915b60e3d6ed2990b29c59c9be6c6fd8f584eda0861dcb2f9085cc8177316d94be9c,common_voice_uz_31954675.mp3,371234c41df379d1d9a188fd410bbd82b5d38c3a0843e365b373cb375490cdbf,1,0,twenties,male_masculine,other,4.32,4,0.4913,Qalpoqni hamma kiyganiday kiy.,qalpoqni hamma kiyganida kiy,qalpoqni hamma kiyganiday kiy,qalpoqni hamma kiyganida kiy,0.25,0.0345,0.9825,4,4,common_voice_uz_31954675.wav,Qalpoqni hamma kiyganiday kiy.
432,30fd02023d452dbd8d83510cf487aabca11a7138c6245bf13db730dfd6e9f71e9f3ce9c7e690f730dcbd1ab281acd9b201a2a71b0dc81eac3c63620d7f79f993,common_voice_uz_30064209.mp3,a53a5a627fc224b70a6aa2e61f803bb0c68af7957c1492fa5a24af4994e91408,1,0,twenties,female_feminine,other,9.036,13,0.8815,"Ayiq yashaydigan g'or tomon borayotganida, ehtiyotsizlik oqibatida bosgan qadamidan yuragi orqasiga tortib ketdi",Ayniqsa yashaydigan g'or tomon borayotganida ehtiyotsizlik oqibatida bosgan qadamimdan yuragi orqasiga tortib ketdi.,ayiq yashaydigan g'or tomon borayotganida ehtiyotsizlik oqibatida bosgan qadamidan yuragi orqasiga tortib ketdi,ayniqsa yashaydigan g'or tomon borayotganida ehtiyotsizlik oqibatida bosgan qadamimdan yuragi orqasiga tortib ketdi,0.1538,0.036,0.9823,13,13,common_voice_uz_30064209.wav,"Ayniqsa yashaydigan g'or tomon borayotganida, ehtiyotsizlik oqibatida bosgan qadamidan yuragi orqasiga tortib ketdi"
548,bc69c744bf0f8464394b0554f6d87cc8e1bb9286bf3d13bf8492d0b48c3da997198a0f90a9fb9d7390d2bde284907bf6750dca97b9cd2d1195f51874358d334d,common_voice_uz_30140135.mp3,bf727440d1e0aa5e6eb96db73f0e57a10e589d1dddae32e875168ad62d30cc7c,0,1,teens,male_masculine,other,9.72,12,0.7333,"Tilga olinayotgan islohot esa pirovardida qishloqlarimizda mustahkam, tadbirkor, istiqbolini o'zi belgilay oladigan",Tilga olinayotgan islohot esa pirovardida qishloqlarimizni mustahkam tadbirkor istiqbolini o'zi belgilay oladigan.,tilga olinayotgan islohot esa pirovardida qishloqlarimizda mustahkam tadbirkor istiqbolini o'zi belgilay oladigan,tilga olinayotgan islohot esa pirovardida qishloqlarimizni mustahkam tadbirkor istiqbolini o'zi belgilay oladigan,0.0833,0.0177,0.9823,12,12,common_voice_uz_30140135.wav,"Tilga olinayotgan islohot esa pirovardida qishloqlarimizni mustahkam, tadbirkor, istiqbolini o'zi belgilay oladigan"
2889,ab983926d766e8755ec9acee1360c9dbdfd31315c1a9f5aa5f78cdaf7c016a894c0d9620f9f14fdf0432cc32445a0337b9c8965b4e863d9ce5446f6c7c1b8db8,common_voice_uz_33399994.mp3,72943b24757ce8195a06fde00b39c4f6d364042f97fda35868ba586462586c19,0,0,,,other,8.676,11,0.8511,Mirziyoyev Markaziy Osiyo jahon sivilizasiyalari chorrahasida xalqaro forumi ishtirokchilariga murojaat yo'lladi,Mirziyoyev Markaziy Osiyo - jahon sivilizatsiyalari chorrahasida xalqaro forum ishtirokchilariga murojaat yo'lladi.,mirziyoyev markaziy osiyo jahon sivilizasiyalari chorrahasida xalqaro forumi ishtirokchilariga murojaat yo'lladi,mirziyoyev markaziy osiyo - jahon sivilizatsiyalari chorrahasida xalqaro forum ishtirokchilariga murojaat yo'lladi,0.2727,0.0357,0.9823,11,12,common_voice_uz_33399994.wav,Mirziyoyev Markaziy Osiyo jahon sivilizatsiyalari chorrahasida xalqaro forumi ishtirokchilariga murojaat yo'lladi
1891,bd78ebd2c6242ceb4521dddf551be725a08a37ffaf894b5b00920c4812d93393074f26f5b407fc44fb8ecbca6b4c8b851f96adc7d833ef2c4d31a9ecc15d9c31,common_voice_uz_31935336.mp3,35a4d80a59cde821006f5416838198f8faa6ea3987ae26561d7c0d87d6a51a24,0,0,twenties,male_masculine,other,8.28,11,0.8894,Menga 'hurmatli' deya murojaat qilmanglar. Zoir Mirzayev ilk hokimlik soatini o'tkazdi,Menga hurmatli deya murojaat qilmanglar. Zoyir Mirzayev ilk hokimlik soatini o'tkazdi.,menga 'hurmatli' deya murojaat qilmanglar zoir mirzayev ilk hokimlik soatini o'tkazdi,menga hurmatli deya murojaat qilmanglar zoyir mirzayev ilk hokimlik soatini o'tkazdi,0.1818,0.0353,0.9822,11,11,common_voice_uz_31935336.wav,Menga 'hurmatli' deya murojaat qilmanglar. Zoir Mirzayev ilk hokimlik soatini o'tkazdi
3208,7030117221cd4408b14354410e41b3d22dcbc4fbac8d18d6beffa81c6619dbfa4d26395d6e3813aaa9edf7b47bb3a54c3e69363aebbd3d9bab9d9199509c8b66,common_voice_uz_35424652.mp3,82e06d64abcbb6c9ba70282377b680f9aee654348872b01aef7860badda94d0d,0,0,twenties,female_feminine,other,8.89,10,0.7009,"Kolxozda rais, rayonda raykom, oblastda obkom kotibining hokim-u mutlaqligiga o'rgandik.","Kolxozda rais, rayonda raykom, oblastda obkom kotibining hokimi mutlaqligiga o'rgandik.",kolxozda rais rayonda raykom oblastda obkom kotibining hokim-u mutlaqligiga o'rgandik,kolxozda rais rayonda raykom oblastda obkom kotibining hokimi mutlaqligiga o'rgandik,0.1,0.0235,0.9822,10,10,common_voice_uz_35424652.wav,"Kolxozda rais, rayonda raykom, oblastda obkom kotibining hokim-u mutlaqligiga o'rgandik."
618,30fd02023d452dbd8d83510cf487aabca11a7138c6245bf13db730dfd6e9f71e9f3ce9c7e690f730dcbd1ab281acd9b201a2a71b0dc81eac3c63620d7f79f993,common_voice_uz_30177745.mp3,ee971618fbedcd65f8d84cbfdba121dfd2b4101adbb1bd2539639c0767732ef9,1,0,twenties,female_feminine,other,8.388,12,0.8815,"Natija esa barchaga ma'lum, Usmonlilar imperiyasi tarix qariga singib yo'q bo'lib ketdi.",Natija esa barchaga ma'lum: Usmonli imperiyasi tarix qariga singib yo'q bo'lib ketdi.,natija esa barchaga ma'lum usmonlilar imperiyasi tarix qariga singib yo'q bo'lib ketdi,natija esa barchaga ma'lum usmonli imperiyasi tarix qariga singib yo'q bo'lib ketdi,0.0833,0.0349,0.9822,12,12,common_voice_uz_30177745.wav,"Natija esa barchaga ma'lum, Usmonlilar imperiyasi tarix qariga singib yo'q bo'lib ketdi."
2535,90d3680b4cec822b490910e83e9a210204c06ea477f250925fe8129e906b59ea0ced062e7da6d986adb7c05c8f396fb3c360cf9a42a71583c3cfb81cae795d23,common_voice_uz_32382368.mp3,5bf7aca26a69dbf949c986eb3ee5fd0d80ca46976dc81c2495d8816c7b3edd86,0,0,,,other,8.208,11,0.4385,Ko'pchilikning hafsalasi pir bo'ldi donishmandlar voz kechgan ishga urinishdan ne naf!,Ko'pchilikning hafsalasi pir bo'ldi. Donishmandlar voz kechgan ishga urinishdan ne'na.,ko'pchilikning hafsalasi pir bo'ldi donishmandlar voz kechgan ishga urinishdan ne naf,ko'pchilikning hafsalasi pir bo'ldi donishmandlar voz kechgan ishga urinishdan ne'na,0.1818,0.0235,0.9822,11,10,common_voice_uz_32382368.wav,Ko'pchilikning hafsalasi pir bo'ldi donishmandlar voz kechgan ishga urinishdan ne naf!
3537,bdc085a5ee84c5883f15676544d30cdfbcf398483a255ae9b1f355809df9c359c0230aeb48ce5592198cd82d053b04db36f37ea103fa2f0a4b8d1ef6be79d53b,common_voice_uz_41467850.mp3,9560f46840a66e06aac1515cedc183be0e76a3f166550652b1907658aa987204,0,1,,,other,8.82,11,0.0,"Aql-idrok sasiga mudom ehtiyoj sezsak-da, nechukdir unga ko'p ham quloq solavermaymiz.","Aql-idrok hissiga mudom ehtiyoj sezsak-da, nechukdir unga ko'p ham quloq solavermaymiz.",aql-idrok sasiga mudom ehtiyoj sezsak-da nechukdir unga ko'p ham quloq solavermaymiz,aql-idrok hissiga mudom ehtiyoj sezsak-da nechukdir unga ko'p ham quloq solavermaymiz,0.0909,0.0357,0.9822,11,11,common_voice_uz_41467850.wav,"Aql-idrok sasiga mudom ehtiyoj sezsak-da, nechukdir unga ko'p ham quloq solavermaymiz."
2453,1c6c020a982642fe7a5c0172b94df3a11bc6feca65c59c021209f9ff9903e02e336cb29135bfc6593b6c856a3d64ea95cda8669984ede781491c72181b1fe124,common_voice_uz_32263550.mp3,5a83c488608c30766ff31f121c64ec7c6c375c8b0e03336bbce225ea31d3591a,0,0,teens,male_masculine,other,7.02,8,0.4253,"Negadir yuzimga avaylab shapatiladi- da, ko'z qisib qo'ydi.","Negadir yuzimga avaylab shapatiladida, ko'z qisib qo'ydi.",negadir yuzimga avaylab shapatiladi- da ko'z qisib qo'ydi,negadir yuzimga avaylab shapatiladida ko'z qisib qo'ydi,0.25,0.0351,0.9821,8,7,common_voice_uz_32263550.wav,"Negadir yuzimga avaylab shapatiladi-da, ko'z qisib qo'ydi."
2265,b80fd0c1625306da0653fa8c912a16112314992a7f78164c9b46f9b09d4fc476d54f4b0c467d3dae75cbab219e2136b550979afde6369db35b7f3faf6759f78a,common_voice_uz_32119946.mp3,4f16300c2695dc90194ce3a1a431a563b6b1eb4ae2abe7aad31f82170321b83c,1,0,twenties,male_masculine,other,8.208,8,0.1941,"Osmon musaffo emas, poraxo'rlar yasab ketgan changga to'la!","Osmon musaffo emas, poraxo'rlar yasab ketgan chang to'la.",osmon musaffo emas poraxo'rlar yasab ketgan changga to'la,osmon musaffo emas poraxo'rlar yasab ketgan chang to'la,0.125,0.0351,0.9821,8,8,common_voice_uz_32119946.wav,"Osmon musaffo emas, poraxo'rlar yasab ketgan chang to'la!"
2991,a6955a80ba44a9dc7d54946fc1a88b1134fdc735426d4f03a75d3649666b4feaaf84989961f8953a228c1a74f19a0f778facb194bc80f59903217f388193177e,common_voice_uz_33891493.mp3,731c2d0b66c35ffcfa9d0ef5209674bac12c21dcacaea4b564e517ae9b6ecf02,0,0,teens,male_masculine,other,4.41,7,0.6097,"Dutorning qulog'ini tutdan qilmasa sinaveradi, dedi sekin.","Tutorning qulog'ini tutdan qilmasa, sinaveradi, dedi sekin.",dutorning qulog'ini tutdan qilmasa sinaveradi dedi sekin,tutorning qulog'ini tutdan qilmasa sinaveradi dedi sekin,0.1429,0.0179,0.9821,7,7,common_voice_uz_33891493.wav,"Dutorning qulog'ini tutdan qilmasa sinaveradi, dedi sekin."
2146,bd78ebd2c6242ceb4521dddf551be725a08a37ffaf894b5b00920c4812d93393074f26f5b407fc44fb8ecbca6b4c8b851f96adc7d833ef2c4d31a9ecc15d9c31,common_voice_uz_32075052.mp3,48f010e206f5d9f24989c998c7840b259e5767dc9b9a8ae3fe945eb8984eecaa,1,0,twenties,male_masculine,other,9.0,12,0.8894,"Agar boshqa asarlar bilan solishtirilsa, aminmanki, frantsuz shoirlari kitoblarining siyqasi chiqqani oydinlashadi.","Agar boshqa asarlar bilan solishtirilsa, aminmanki, fransuz shoirlari kitoblarining siyg'asi chiqqani oydinlashadi.",agar boshqa asarlar bilan solishtirilsa aminmanki frantsuz shoirlari kitoblarining siyqasi chiqqani oydinlashadi,agar boshqa asarlar bilan solishtirilsa aminmanki fransuz shoirlari kitoblarining siyg'asi chiqqani oydinlashadi,0.1667,0.0268,0.9821,12,12,common_voice_uz_32075052.wav,"Agar boshqa asarlar bilan solishtirilsa, aminmanki, fransuz shoirlari kitoblarining siyqasi chiqqani oydinlashadi."
3388,749a7a17f9445248f30f1d098fe183418abb9f95122df2dde0361b53f4ce3964d73ba91feda1ff7d5e53cb4b6dfc12fcef3e492066099b41c4b49677a366e01c,common_voice_uz_37438520.mp3,8e5acddf9c6924ca3c6db1502f1b8374432a6e8e90eec5bb950e6c6825585c4a,0,0,twenties,male_masculine,other,7.69,9,0.5,Intiho. Buyuk Usmonlilar sultonligi va xalifaligining tarix sahifasidan o'chirilishi,Intiqom: Buyuk Usmonlilar Sultonligi va Xalifaligining tarix sahifasidan o'chirilishi.,intiho buyuk usmonlilar sultonligi va xalifaligining tarix sahifasidan o'chirilishi,intiqom buyuk usmonlilar sultonligi va xalifaligining tarix sahifasidan o'chirilishi,0.1111,0.0241,0.982,9,9,common_voice_uz_37438520.wav,Intiho. Buyuk Usmonlilar sultonligi va xalifaligining tarix sahifasidan o'chirilishi
2139,bd78ebd2c6242ceb4521dddf551be725a08a37ffaf894b5b00920c4812d93393074f26f5b407fc44fb8ecbca6b4c8b851f96adc7d833ef2c4d31a9ecc15d9c31,common_voice_uz_32074846.mp3,484b647729f5d2347bf06305e34019e22ac2d98f8f48252ca0869ed9812452ee,1,0,twenties,male_masculine,other,8.1,11,0.8894,"O'z muhabbatingni chuchmal maqtovlardan ko'ra, foydali ish bilan izhor etganing ma'qul.",O'z muhabbatni chuchmal maqtovlardan ko'ra foydali ish bilan izhor etganing ma'qul.,o'z muhabbatingni chuchmal maqtovlardan ko'ra foydali ish bilan izhor etganing ma'qul,o'z muhabbatni chuchmal maqtovlardan ko'ra foydali ish bilan izhor etganing ma'qul,0.0909,0.0353,0.982,11,11,common_voice_uz_32074846.wav,"O'z muhabbatingni chuchmal maqtovlardan ko'ra, foydali ish bilan izhor etganing ma'qul."
356,30fd02023d452dbd8d83510cf487aabca11a7138c6245bf13db730dfd6e9f71e9f3ce9c7e690f730dcbd1ab281acd9b201a2a71b0dc81eac3c63620d7f79f993,common_voice_uz_30040391.mp3,97da0544913ab5a541a2eb7a1035d5ecb40237586e67ad23f3a6ac24e85666cd,1,0,twenties,female_feminine,other,9.0,13,0.8815,"Bugun uni ko'z qorachig'imdek asrashga, o'qraygan ko'zlardan, bevaqt esgan shamollardan himoya qilishga qarzdorman…","Bugun uni ko'z qorachig'imdek asrashga, o'qraygan ko'zlardan, bevaqt esgan shamoldan himoya qilishga qarzdorman.",bugun uni ko'z qorachig'imdek asrashga o'qraygan ko'zlardan bevaqt esgan shamollardan himoya qilishga qarzdorman…,bugun uni ko'z qorachig'imdek asrashga o'qraygan ko'zlardan bevaqt esgan shamoldan himoya qilishga qarzdorman,0.1538,0.0354,0.982,13,13,common_voice_uz_30040391.wav,"Bugun uni ko'z qorachig'imdek asrashga, o'qraygan ko'zlardan, bevaqt esgan shamoldan himoya qilishga qarzdorman…"
2541,2f21b768a48fdf4240b9edd05203250e2a64dcccccc7d4c1ff376cfe8e8dc34b7e72b0781a6952396c572790d813f8c704b6a834510b6daede59ff0752f4f775,common_voice_uz_32383644.mp3,59582c33d56dc5ffd9769a02a65ce41d9b2705d0d5a97c78fbe70c5f9c52187f,0,0,fifties,male_masculine,other,7.23,11,0.9036,"Urush ko'rgan odamlar Etigim tepamda chir aylanar, ichida oyog'im borligini bilmasdim...","Urush ko'rgan odamlar: Etagim tepamda chiraylanar, ichida oyog'im borligini bilmasdim.",urush ko'rgan odamlar etigim tepamda chir aylanar ichida oyog'im borligini bilmasdim,urush ko'rgan odamlar etagim tepamda chiraylanar ichida oyog'im borligini bilmasdim,0.2727,0.0238,0.982,11,10,common_voice_uz_32383644.wav,"Urush ko'rgan odamlar Etigim tepamda chir aylanar, ichida oyog'im borligini bilmasdim..."
708,30fd02023d452dbd8d83510cf487aabca11a7138c6245bf13db730dfd6e9f71e9f3ce9c7e690f730dcbd1ab281acd9b201a2a71b0dc81eac3c63620d7f79f993,common_voice_uz_30209231.mp3,24d9d6ea0846568398af47847850dd6310a3b46238011858538c672c06a73abe,1,0,twenties,female_feminine,other,9.54,14,0.8815,"U xonaga qaytib kirganida, kampir ro'moli yelkasiga sirg'alib tushganini ham sezmasdan, ko'zlari yumilib kuylardi.","U xonaga qaytib kirganda, kampir ro'moli yelkasiga sirg'alib tushganini ham sezmasdi, ko'zlari yumilib kuylardi.",u xonaga qaytib kirganida kampir ro'moli yelkasiga sirg'alib tushganini ham sezmasdan ko'zlari yumilib kuylardi,u xonaga qaytib kirganda kampir ro'moli yelkasiga sirg'alib tushganini ham sezmasdi ko'zlari yumilib kuylardi,0.1429,0.027,0.9818,14,14,common_voice_uz_30209231.wav,"U xonaga qaytib kirganida, kampir ro'moli yelkasiga sirg'alib tushganini ham sezmasdi, ko'zlari yumilib kuylardi."
690,03a9a571537e68985230ce73155289bf5b2e56a98dc25931fda14b275a01d1af36d812cf104d5a797ae12b62e91a2a84f1e638a0fddbaae04df300ea7ce68c34,common_voice_uz_30203760.mp3,17f3b911acd62f547192b9a85f26452bacae1b47102aa7b7281473ee37037227,0,0,twenties,male_masculine,other,9.0,12,0.8462,"Boltang, belkuraging, ketmoning, to'qmog'ing, savating, sigiring, aravang hech qayoqqa ketmaydi, qaytishingni kutadi…","Boltaing, belkuraging, ketmoning, to'qmog'ing, savating, sigiring, araving hech qayoqqa ketmaydi, qaytishingni kutadi.",boltang belkuraging ketmoning to'qmog'ing savating sigiring aravang hech qayoqqa ketmaydi qaytishingni kutadi…,boltaing belkuraging ketmoning to'qmog'ing savating sigiring araving hech qayoqqa ketmaydi qaytishingni kutadi,0.25,0.0273,0.9818,12,12,common_voice_uz_30203760.wav,"Boltang, belkuraging, ketmoning, to'qmog'ing, savating, sigiring, aravang hech qayoqqa ketmaydi, qaytishingni kutadi…"
2566,eebc561acb3e1b53b1c00ff55e2418dd8d4dda4967d9b71bdba2fef95f013ff21850cecce78be87f01a06c402b0e7e050583a70a293290279d4b0273f70bd0d8,common_voice_uz_32401890.mp3,5dd9404861e1db844199d3846f8faae280572856f02daf7b3ca4eb2f2957a268,0,0,thirties,male_masculine,other,4.91,6,0.5101,Hozir misol bog'chada uxlamaganligingdan afsus qilasanu?,Hozir misol bog'chada uxlmaganligingdan afsus qilasan-u.,hozir misol bog'chada uxlamaganligingdan afsus qilasanu,hozir misol bog'chada uxlmaganligingdan afsus qilasan-u,0.3333,0.0364,0.9818,6,6,common_voice_uz_32401890.wav,Hozir misol bog'chada uxlamaganligingdan afsus qilasan-u?
2430,4a3b2c7b7676a8f28ad6e71718b3ee66f61c4c89e83ab85cc7360670f81f8fa8890407d423e74ce3abab3572eb7ac0245bf93aeaf7102e7694e1a8167c448b20,common_voice_uz_32256404.mp3,5bb6f21f519e9f2f1573a2c7a9a09630987bc5cbd50a7fb538ad769992ab2247,0,0,twenties,male_masculine,other,4.68,6,0.3424,Belgiyada dunyodagi birinchi ekoqabriston paydo bo'ldi,Belgiya da dunyodagi birinchi eko qabriston paydo bo'ldi.,belgiyada dunyodagi birinchi ekoqabriston paydo bo'ldi,belgiya da dunyodagi birinchi eko qabriston paydo bo'ldi,0.6667,0.037,0.9818,6,8,common_voice_uz_32256404.wav,Belgiyada dunyodagi birinchi eko qabriston paydo bo'ldi
145,a0c716ec523fd93516552a6eca783241639c263a10946cf4460d5d18bcfcaa9923e2a001e62e503a59880fcd5a38469558978ea85b95bcb4d89626b0754b28c9,common_voice_uz_29191022.mp3,e331dec5898b6c63e1baf31cdb5b8c04f15e9157989834eaa4ed0ace6108e2a9,1,0,twenties,male_masculine,other,8.64,12,0.671,Arab va mo'g'ul elementlari esa ikki holatdayam juda kichik guruhni tashkil qilgan.,Arab va mo'g'ul elementlari esa ikki holatda ham juda kichik guruhni tashkil qilgan.,arab va mo'g'ul elementlari esa ikki holatdayam juda kichik guruhni tashkil qilgan,arab va mo'g'ul elementlari esa ikki holatda ham juda kichik guruhni tashkil qilgan,0.1667,0.0244,0.9818,12,13,common_voice_uz_29191022.wav,Arab va mo'g'ul elementlari esa ikki holatda ham juda kichik guruhni tashkil qilgan.
1301,5d4691059f60b9eeacdb08e0918c024d4fede5e75398092e5e27ea083462c0fb7273c7bed8f90b46937c65ee0820ef20986289dfbfe74fab0fe364d94ad70e43,common_voice_uz_30662964.mp3,0efcf806701cc1fd562853710cda3015d0a4bbd2ea4d9968999a41b25bb9c63a,0,0,teens,male_masculine,other,5.82,11,0.5353,Kavshandozda turgan oyimning kalishini endi ko'rdim. Kalishning ichi qorga to'la edi.,Kavshandozda turgan Oybning kalishini endi ko'rdim. Kalishning ichi qorga to'la edi.,kavshandozda turgan oyimning kalishini endi ko'rdim kalishning ichi qorga to'la edi,kavshandozda turgan oybning kalishini endi ko'rdim kalishning ichi qorga to'la edi,0.0909,0.0241,0.9818,11,11,common_voice_uz_30662964.wav,Kavshandozda turgan oyimning kalishini endi ko'rdim. Kalishning ichi qorga to'la edi.
184,1fb790a98a617db1a9207e8b267e5889fad6eb77acc33798fcd7ae5b2be1c61db1d74a99eb54a9e1d28e1252c4a20041cde3bafe483ac2ddd10e6bfc802530a4,common_voice_uz_29195681.mp3,f35624413cc25b5ce2fc6e765da6de0ea265e21aee44961af7fa95ea316a4238,1,0,twenties,male_masculine,other,8.928,14,0.774,"Birinchisi - nimaki yozmasin chiqarishi mushkul palla. Ikkinchisi- nimaiki yozmasin, chiqarishi oson bo'lgan palla.","Birinchisi, nimaki yozmasin, chiqarishi mushkul palla. Ikkinchisi, nimaki yozmasin, chiqarishi oson bo'lgan palla.",birinchisi - nimaki yozmasin chiqarishi mushkul palla ikkinchisi- nimaiki yozmasin chiqarishi oson bo'lgan palla,birinchisi nimaki yozmasin chiqarishi mushkul palla ikkinchisi nimaki yozmasin chiqarishi oson bo'lgan palla,0.2143,0.0357,0.9818,14,13,common_voice_uz_29195681.wav,"Birinchisi - nimaki yozmasin chiqarishi mushkul palla. Ikkinchisi - nimaiki yozmasin, chiqarishi oson bo'lgan palla."
1650,30e832f9e0b97160f11d9464dca83e3985968ccb8ef453950f4c9fe9f806f645011808aa0897f0823b1381a551e6b12ef7878d91e9e801f0005e85e33604e80e,common_voice_uz_31884076.mp3,22f1368657497f0e4ec212cd27a70889037ea7ae1a732501f6292d002f537516,0,0,teens,male_masculine,other,7.656,12,0.7156,Shvetsiyalik saylovchilarning chorak qismidan ortiqrog'i bosh vazir lavozimini ayol kishi egallashini yoqlamoqda,Shvetsiyalik saylovchilarning chorak qismidan ortig'i bosh vazir lavozimini ayol kishi egallashni yoqlamoqda.,shvetsiyalik saylovchilarning chorak qismidan ortiqrog'i bosh vazir lavozimini ayol kishi egallashini yoqlamoqda,shvetsiyalik saylovchilarning chorak qismidan ortig'i bosh vazir lavozimini ayol kishi egallashni yoqlamoqda,0.1667,0.0357,0.9818,12,12,common_voice_uz_31884076.wav,Shvetsiyalik saylovchilarning chorak qismidan ortig'i bosh vazir lavozimini ayol kishi egallashini yoqlamoqda.
1518,80a39ff4ab051dc684d6296cbbd781e2120119cc48627c50b2c8a001fd421f4aea35bf7a3dcc5b7e19c6fd61d24559b1e5f349dfc3403f18bd28149461eb7d0e,common_voice_uz_31870709.mp3,1e265b78f4f336e1be0cab0a41c38315b0d0ff84326067b92b83de8ac68663b3,0,0,,,other,6.586,6,0.4385,Mo'g'ulistonda benzin narxi rekord darajada ko'tarildi,Mo'g'ulistonda benzin narxi rekord darajasida ko'tarildi.,mo'g'ulistonda benzin narxi rekord darajada ko'tarildi,mo'g'ulistonda benzin narxi rekord darajasida ko'tarildi,0.1667,0.037,0.9818,6,6,common_voice_uz_31870709.wav,Mo'g'ulistonda benzin narxi rekord darajasida ko'tarildi
1221,c8f1b5414327ecceffb8c506574be6d74d731f70254a073df83567cd0db5f59bd3009cd0db88295655948783ec9762bb5cdaf23b6b24085ce588765ad6bb3942,common_voice_uz_30602233.mp3,0dd88dc555aeaf5a92eff8aeb2f28d24e2b2421dfe9b0e319c45b778306a162f,0,0,,,other,10.368,12,0.2077,"Nima qilishingni oldindan bilsang, bu senga dadillik baxsh etib, ishing oson ko'chadi.",Nima qilishning oldindan bilsang bu senga dadillik baxsh etib ishing oson ko'chadi.,nima qilishingni oldindan bilsang bu senga dadillik baxsh etib ishing oson ko'chadi,nima qilishning oldindan bilsang bu senga dadillik baxsh etib ishing oson ko'chadi,0.0833,0.0361,0.9818,12,12,common_voice_uz_30602233.wav,
2080,4b094f638dbcaeb909adfe782414e262cdad5429095b6be662e1964710cf09af1c75baa4ab527debebe068406c9aea191c0d454433e301183ed2bd9a531290b9,common_voice_uz_32065205.mp3,406b3a732d880048e7e587cd47f2746bd146d022bc2e2b22e592bb0994cc2371,0,0,twenties,male_masculine,other,9.576,13,0.5313,Infeksiyaga qarshi kurashda qandaydir sehrli retseptlar yo'q - Shavkat Mirziyoyev aholini xushyorlikka chaqirdi,Infeksiyaga qarshi kurashda qandaydir sehrli retseptlar yo'q. Shavkat Mirziyoyev aholini hushyorlikka chaqirdi.,infeksiyaga qarshi kurashda qandaydir sehrli retseptlar yo'q - shavkat mirziyoyev aholini xushyorlikka chaqirdi,infeksiyaga qarshi kurashda qandaydir sehrli retseptlar yo'q shavkat mirziyoyev aholini hushyorlikka chaqirdi,0.1538,0.027,0.9818,13,12,common_voice_uz_32065205.wav,Infeksiyaga qarshi kurashda qandaydir sehrli retseptlar yo'q - Shavkat Mirziyoyev aholini hushyorlikka chaqirdi
